index,answer,prediction,correct
55,"икона
ожог",WKOHa OXKOr 9,False
56,отвыкать,OTBbIKaTb T ,False
57,"всплывать    )
монарх Бобров
похоронка Басенко",) ecnbeamb Bo6poe MOHapx noxOpOHKa BaceHKO,False
58,кок Мирошник,II ANENS KOK MAPOLLHAK,False
59,дискуссия,O00O AJHOkyoOMR,False
60,кабачок,AN 王 ka6ayok 米 米 米,False
61,"радиационный
кувыркнуться
кожанка", 1 paduauuoHHbiu KyeblpKHymbca KOJCaHKa,False
62,"кубовой
Пчелкина
Продан",SWEDE Ky 6OBON yeJIKnHa 南 ® 888 福 西 R IponaH,False
63,"беспочвенный
убаюкать Янович
маслице apple",6eCTOyBeHHbN y6aroKaTb AHOBNH MacninLe apple,False
64,переноска,TepeHOCKa,False
65,"возрождаться
Филистович
мускул",B03pooicdambca Φunucmoeuy Myckyn,False
66,"Рагель Гладкая
индивидуальность
вылазка Ширяев",PareJb Tnakas HHIHBHIYaIbHOCTb BbLIa3Ka IlupxeB,False
67,Роллан,PonnaH,False
68,"река
неизменно",peKka HeN3MeHHO !,False
69,Маркс,2  Mapkc ,False
70,"долго;
slip",Aonro; slip,False
71,чугунный,Vyay HHBId,False
72,камергер,,False
73,"Гойя
53593
трижды",Tobs 53593 TPERIE 红塞7ON#N,False
74,клинопись,KIMHOnuCE ,False
75,шмайссер,uMauccep,False
76,усик,yCHK 华 PN,False
77,"Дима вислоухий
заманчиво шина
Луиза     (
Жидков ацетон",uma BUCnOyXW 3aMaHHVBO WUHa JyvBa C >KWA KOB: aLeTOH,False
78,"благостно
замирать)
лизинг",6narOCTHO 3aMIpaTB) J3YHT,False
79,"трудящийся(
лакировать",TPyAswvios( AaKHPOBaTb 1.831,False
80,"оргпреступность
мониторинговый
Шаймухаметов.
дремучий",oprrIpecTyrIHocTb MOHNTOPKHTOBDIN IHIarMyXaMeTOB. pemyuni,False
81,"Петухов
Саган
минога
Приймак",Iemy xo3 CazaH MUHo2a Ipuimar,False
82,"ступа
жиреть
картон",CTyna KUpeTb KapTOH,False
83,шпат,wnam,False
84,косица, KOCVLA,False
85,"Травкина
департамент",TpasruHa denapmamenm,False
86,старомодный,CmapOMOOH,False
87,"косо
горком",KOCO ropKOM,False
88,нагрузить,HArPY3UTb ,False
89,отыграться,OTbIIPATbCA,False
90,Коржаков полуслепой,KopxcaKoe  nony cnenou,False
91,дань(,AaHb( 厂,False
92,"сравнить
Гендель",CPABHHTB TEHI IEJD,False
93,Татарстан,,False
94,"Шмелева
Кислюк",Wmeseea KucsIOk ,False
95,Уханова,yxaHOBa PE78 S28 E 糖 EEREN A 座 ER INGLY GE BE SBRE 星  超限 器 8  ING.IT,False
96,"колок
жгут",KOIOK XKrYT,False
97,"садоводческий
подвезти",cadoeodyeckuu nodee3mu,False
98,трек,Tpek,False
99,"похолодеть
МИД опилки
факельный
маринкин",TRAININO noxonodemb  MNA onwnkU 中aKenbHbIu MOPUHKUH H,False
100,санки,S CaHKH,False
101,выхлоп,BbIXnOn 中国,False
102,"шарик
пирс",Wapvk rvpc NOA,False
103,"раскапывать
роиться Каледа",paCKaHbIBaTb PONTbCA Kanena SXES ,False
104,"эмбрион
13910
Кускова
ежли
перо",3M6PuOh 13910 KycKoBa emnU 理 nepo 和 M s2 2 c2,False
105,лгать,nraTb ,False
106,минус,eS,False
107,"9791230143
загасить дурка:",9791230143 3AIACИTb AYPKA:,False
108,Климент, KnNMeHT,False
109,"ваучер
наоборот",allaurn Fosuttinunoe arr e Kmneotannorbry. comonmitos brgcasererrameyen drnennojeeieronemoeh Bay yep Hao6opOT,False
110,"осторожненько
переплюнуть
улыбнуться
Хвалько",OCTOpO>KHeHbKO repervroHyTb ynbi6HyTbCA XBaIbKO,False
111,Кондратеня Кабиров,KOHAPaTeHA Ka6μpOB,False
112,"одышка !
полвека",家 odbwuka noneeka,False
113,Долматова,JonMaTOBa 口,False
114,чека:,· 4eKC.,False
115,"отрог
50934",OTpor 50934,False
116,"Левин
апология",NeBuH anOAO2MA  Matagan,False
117,"мегафон
шаманка",Meradoh LaMaHKa,False
118,"угловато
29257
берег,","YrMOBaTO 29257 6eper,",False
119,"9747686525
Юрчук
Давидчик
старчество
смывка",9747686525 IOPUYK LABNnUNK CTAF PUECT BO CMbIBKA,False
120,21211,21211 12 N 2025 935,False
121,"встряхивать;
Фридрих  ,
энтеровирус",BOTA9XWBATb,False
122,Сытин,CbImuH,False
123,"прославление!
упавший
отпугнуть",npOCaBeHVe! ynaBWNi OTnyrHyTb 8,False
124,анемия манка,aHeMVI MaHKa 福,False
125,"Матюк
сумка
пыльца
мсье ;",MaTIOK cyMKa mUbla MCbe ®,False
126,"9398140376
боязно",9398140376 60X3HO ,False
127,Шагин.,S.02 DEU81 R 8 WarnH,False
128,чистый слива изменник,YNCTbIM CnNBa W3MeHHNK 专装,False
129,"одноименный
регата   )",OIHONMEHHD ） perara,False
130,9799905051, 9799905051,True
131,"арап?
учет",apan? y4em >>>>,False
132,"смерш
9536985036
ожог схождение
Савинова волочь",cmepw 9536985036 OKOT CXOKIeHNe CaBNHOBa BOnOYb,False
133,расстилать,BCCTW,False
134,"жидкий
лакать",X VA KVV SakaTb,False
135,Бельгия,SenbrW 联E 20000,False
136,"сахарин
страсть
арбалет",家 福 NO00斤 光 caxapNH CTpaCTb ap6anet,False
137,Подольский,NASA LlOTOJIBCRHY  N0 MARS 串,False
138,святцы,ceamybl DCAOAS 行 ,False
139,"физик
Нечай
53869", PH3UK HEYAN 53869,False
140,"дубасить
Смолик",Ay6acKTb CMOnIK,False
141,Инга,小 HHra,False
142,Алай,AJLA,False
143,80163(,80163(  一,False
144,"77555 Велько
смиренный 66575",77555 benako CopeEnt 66575 CHEN,False
145,"галдеж осушить(
спагетти   (",raJneK ocymNTb( cnareTTK （ D,False
146,граб, 2pa6,False
147,очаг,ouar,False
148,"Янчук.
жаль",,False
149,амба,aM6a 小 心,False
150,"горло
Пузевич
батюшка
понижающий
пролепетать!",20pAo Ty3eeuy bamiouka NOHUx aIoWui nposenemamb! 1,False
151,Скорина,CropMMa,False
152,Греф,TPEO  ,False
153,важничать, 1,False
154,разбазарить прялка,pa36a3apuTb pka,False
155,Салтыков,aT bKOB,False
156,"шейный
50487
81594?",WEMHbIN 50487 81594?,False
157,Моцарт,,False
158,клей!,KnEV!,False
159,"морить
слепой
сшибить
чернослив",Mopumb cnenou cwu6umb HepHOcnue CODE,False
160,Чернушевич,YepnymeBny ?,False
161,облупить,06ny numb,False
162,вибрион,Bubpuoh,False
163,Клара,XNAPA ,False
164,"замещение
помышлять
готовно смута",3AMELIEHNE MOMDINAT FOTOBHO CMYTA N,False
165,наука,Hay ka,False
166,"пулковский
хитровато",aysoncrud Xarponaro,False
167,зачин,BAU,False
168,Кент.,,False
169,"Шатило
цитология",WaTNAO LNTOAONA,False
170,"каретка
старомосковский
осмотрительно
зачитываться.",kapeTka CTapOMOCKOBCKWM  OCMOTPVTESIbHO 3aMTbBaTbCA,False
171,иудин!,WYAUH!,False
172,"Дуся
богато",香 AycA 6oraTo,False
173,троп,V CLU Tpol STOEIES ,False
174,"Галенко
левит
душистый
Ганевич",FaneHKO JEBVT AyWNCTb T aHeBVH,False
175,Рожина,C 90 POKWIHa,False
176,"Козин
Храмов
невидный?",Thereieeioyere pratective riim 1 保护摄 KO3VH XpaMOB HEBWAHbIN:,False
177,"дож сельва
догонять выиграть
настенный
свершаться",OHC cenbea ①020Hymb eblu2pamb HacmeHHbIu ceepwambcy 一,False
178,"въезжать
окаймить",贸 Bbe3>X aTb OKaiMNTb,False
179,"вахта
аборт",BaXTa a6opr,False
180,Шилов,J UWnOB,False
181,"листинг самооценка;
лизинг плантация",nucmuH2 caMOOueHKa; nU3UH2 aHmauua 101T,False
182,нулевой,® HyIeBO路,False
183,"питомец event
Влад
гвалт вопросик Быков(
63462 воздвижение
венский       ?",nMTOmeLevent Bna TBaTT BOnPOCnK EbIKOB( 63462 BO3BVKHVE BeHCKN,False
184,"Власик
галстук",BnacuK 2ancmyK,False
185,"75597
инфа",75597 MHa 福 不,False
186,даос,aaoc,False
187,"Наум стрежень доменный-
досадливый.",HayM  CTpeXeHb  JOMeHHbW- nOCanWBbIn.,False
188,бабий,eo 6a6n放 2 (,False
189,"РСПП
прям
99259",#1 PaTI  2078 rpam 99259,False
190,спассеровать,cnaccepoBamb,False
191,цыпка,Ubinka,False
192,"Гребенкина 93780 сивуха
шоу-бизнес",0O8e Tpe6eHKNHa 93780 CVByXa Loy-6vBHeC,False
193,резчик,? pesuuk,False
194,"вмещать;
Федорова
Томас",BMeaTb; ΦeOpOBa M ToMac,False
195,"потешаться
51581 вышина
зажмурить(
66536 чудно",nOTELWATbCA 51581 BbIUNHA 3AXK MYPVTb( 66536 YYHO,False
196,"трепанация пересказ
9631168328 бесчестный",TperaHaLIVA repecka3 9631168328 6eC4eCTHbN ,False
197,"root,","root, 2 口",False
198,"Василюк 97885
непостоянство",Bacunok 97885 HeNOCMOAHCmBO,False
199,ножик,RSI E B HOKHK NLINE,False
200,"трудящийся
аттестат
предстать",TPY AANiCA aTTeCTat npeACTaTb,False
201,Гришкова,,False
202,"Стасик
Жильцова",CTacNK >K WIbLOBa,False
203,"Сапронов
Марченков
энергичный
забойный )
наметиться",CanpoEOB MapyeEKOB aHeprHqend 3a60Y5 HaMeTHTbCA,False
204,домой,AOMON,False
205,"огнеупор разгибатель
43245 Лаврухин стиляга
прямиком ужесточать", OrHeyIop pa3rn6areIb 43245JIaBpyxuH I CrwIara IpAMNKOM yKeCTOYaTb,False
206,обегать,M oerarb,False
207,утилитарный,WARNING ZOMBIE REAE m y muAumap Hbiα,False
208,"завивать
страусовый
обаятельно",? 3aBNBaTb CTpay COBbIN ObagTeMbHO,False
209,77512,77512 人 ,False
210,Бабаков,,False
211,"Журов  !
опереться
Симончик",)KypoB  onepeTbcs CIMOH-WK,False
212,9352767310,,False
213,сойка,efa cOnKa,False
214,Филатова,QUIaTOBa 囍,False
215,Саввин,CaBeuH 3E6982OG,False
216,Сонька-,COHbKa-,False
217,"Феоктистова term
диоптрия бензопила
Ананьева скучноватый
расстаться 9336428168(",L DeOKTHCTOBa term OI 6eH3OIIWa AHaHbeBa CKYYHOBaTbIN 9336428168 pacCTaTbCA,False
218,"coat
бзик",2 t 63NK,False
219,"Демкин
51729", EMKИH 51729,False
220,"хорошее
слалом
сгубить
Чуйков",xopowee CnaSIOM c2y6umb yy ukoB ? http://cofound.in/profile/Tue,False
221,"слушок
уборочная
дожать
процедура",CIyIIOK yopouna JOKaTb moneypa,False
222,брахман,bpaxmaH,False
223,Алданов,AndaHOB 人,False
224,"идея гогот
Фоменкова",WAes roroT 中OMeHKOBa ,False
225,"опора;
свыше
диета",onopa; ceblwe duema,False
226,Журкин,)Ky pKuH,False
227,"равелин
актуально;",pasen uh ak my au bh o; O,False
228,челядь,He,False
229,"Караулов
Шанчук
купить залежь",KapaynOB LLaHHyK KynNTb  3anexb,False
230,"штангист студить-
филин Колосовский",LITaHIHCT CTyINTb- OWIUH KOIOCOBCKMN,False
231,чаек больше,uaek bonbuue 福,False
232,маржа,Mapxa,False
233,"гжель
целый",2x esb 雪 yen blu,False
234,непредвиденный,HenpeTBHneHHHY,False
235,9419380237,941998027,False
236,"метелка
трейдер:
приход",Memenka mpeidep: npuxod,False
237,"Глебов
лахтак
склад!",Tne60B naxTaK CKnan!,False
238,"лейка
зятек",neika 38mek,False
239,"захромать,","gaxpoMaTb,",False
240,синклит:,CUHKAUm:,False
241,"спа Князев спонтанный
почесываться усомниться обнимать ген
блондин всплеск Горлова ажурный",a cna KH93eb cnoHmaHbli nouecubamcycouumbgouuame SuoHgun BcneckFopuoba axypHbia,False
242,"новодел обход Ромашко
Жолудь Гудкова выгода;
9475548212",0X00 HOBOIEJI POMaILIKO KoIyb IyKOBa BbIrOa; 9475548212 4PoidsNeLW,False
243,"verb
база",verb M 6a3a,False
244,"ликбез
эпоха
дисковый
Чечура
Вареник",nNK6e3 anoxa ANCKOBbN 4e4ypa BapeHUK,False
245,finger),finger),True
246,"непроверенный
хохотнуть",HeIpOBepeHHbI XOXOTHyTb,False
247,36816,36816,True
248,успенский,Y cneHcKuu V O,False
249,Рублев,迪 窗 福 Py6nee,False
250,Юрлов,HOpnOB,False
251,"Саков
Иудея",CaKOB Vyoeg.,False
252,"lady
членский
подружка
Смолко",lady yneHCKuU nodpyxka CMOnKO,False
253,"натолкнуть
вразброд,
Семченко
служка","HaTOnKHYTb Bpa36pon, CeMyeHKO cnyK ka",False
254,"выстудить
Аврамчик -",nG BBCTYAVTB ABPAMHIK,False
255,"Конов,",星 KOHOB!,False
256,"взрослеть
оглашаться
ветровой",B3p0ceTb OrnalaTbcA BETPOBON,False
257,слега,cneza,False
258,ну-у,Hy-y,False
259,"подвесить
Кучумов
ералаш",TOABECUT b KY4Y MOB EPA\A山I,False
260,суетливо,YeTIVBO,False
261,"закат
14234",I 3aKaT 14234,False
262,9331007319,9331007319 M 小,False
263,"Бугрова
9295968930
Скороходов
Янкевич
значок",By2poea 9295968930 Ckopoxo0oB AHKeeuy 3Ha4OK,False
264,свести,工 ceecmu,False
265,"овация вой
расстегнуть
полноватый (",BON  OBaLIA paoOTerHyTb TOAHOBaTbN,False
266,Глазырин,Tna3bIpuH,False
267,Кощей МПА,MNIA Kouweu RLM,False
268,"байдара
фляжка
наяву",BANRAPA IAKKA HAA BY,False
269,"меццо-сопрано
Горнак;
многотомный
воинственно
вскидываться",MeLILO-coTTpaHO TopHaK; MHOrOTOMHbIN BONHCTBEHHO BCKNnbIBaTbCA,False
270,"сыночек
проем
доложиться",CbIHOyeK npoem OnOXNTCA,False
271,ВГИК,P BrVK,False
272,складной!,CKnaAHO,False
273,"кинокомедия
судовой",KNHOKOMEANA CY AOBOИ,False
274,9734573763,9734573763 THULE,False
275,наказанье,HaKa3aHbe,False
276,"освятить
Киселева",  OCBATKTb CAUFORPS KHceneBa,False
277,"косноязычный
салфетка
запеленать",KOCHOg3bUHbu cangemka 3anenehamb,False
278,вобла,C eo6Aa O,False
279,глушь,rny wb,False
280,56293,56293 利,False
281,"джемпер
шапочка",IxeMnep manogka,False
282,"11592
замша
отходы(",11592 3AMLIA OTXOAb,False
283,"вакцинный
прожить -
угнетать ;", BAKLMHHbIN npOKHTb YrHeTaTb,False
284,разработчик,d pa3p,False
285,"облететь
помахать южанин",心 天 Ciive o6nememb noMaxamb ocaHuh,False
286,Каминский,KaMUHCKU CILAE 房,False
287,пролонгировать!,,False
288,Олейникова,DnevHWKOBa,False
289,"Русских
фотка
перенос",PyccKuX  pOTKa epeHOc,False
290,Салей,Caneta Z,False
291,Гончаренок,Toruapeak,False
292,"эмоциональный
эстетически вложиться
потягивать огромный;","MONOHAH 3CTeTWyeCKN BNOKUTbCA nOTArNBaTb orpOMHbIN,",False
293,"рокан
вест",pOKaH BeCT,False
294,"карат
бронь
ливрея",Kapam 6poHb ueper,False
295,"догнать
лотерея
слабнуть",JOrHaTb JIOrepex CIa6HyTb,False
296,"Хейфец
задрать
40109,","Xevpeu 3aApaTb 40109,",False
297,ходики,手 xoOuku,False
298,Осмоловский,真 一等 一等 OCMONOBCKN,False
299,заклинание,,False
300,89189,89189,True
301,"9708626915 секрет Фроленко
10775 запариться 9935867172
68540 58237 Ахмадеева кулачок  ;
присосаться порхать мастеровитый",9708626915 ΦponeHKO ceKpeT 10775 9935867172 3anapKTbcA 68540 58237 AxMaeeBa kynayoK nopxaTb MaCTepOBITbi npNcOcaTbcA,False
302,"печенье
Мячина
Смыслова
делать",neyeHbe MAYNHa CMbICAOBa AenaTb,False
303,"вобрать
лабиринт",Bo6pamb na6upuHm,False
304,"Шейко
комбриг",ILleiko Kom6pu2,False
305,улюлюканье:,请上 yJOJOKaHbe:,False
306,63523, 63523,True
307,"игрек
Лесняк",Wrpek NeCHAK,False
308,глаз,4! R 2Λa3,False
309,"варьировать
марионетка(",BapbNpOBaTb MapNoHeTKa(,False
310,"отбой
Юлий",019 OTEON 1OnnN,False
311,солома,conoMa,False
312,"9426716317(
партактив;",9426016317（,False
313,"усадить
прялка
рвота",ycaqkTb mpRnKa pBOTa,False
314,Зезюлина,3e3lonvHa,False
315,"рядком
мироточение
Стасюкевич
ансамбль",PAKOM MVPOT OyeHve CTaCHOKeBVH aHcaM6nb,False
316,"Конаков зевака
посвистеть  :",KoHaK03 3eBaKa noceucmemb,False
317,шельф,menb中 me,False
318,"свое
проблеск
размен
скушать",CBOE npo6neck pa3 MeH CKy WaTb,False
319,"сосец
пара !", coceL napa ! =,False
320,"вертеть кортеж
гаражный Лапцевич",BepTeTb KOpTex rapax HbIv nanueBHY,False
321,Майстрович,MacTpoBHY EE-C4XM,False
322,именование!,  MMEHOBaHNe!,False
323,воспринимать," poCTIpHIMAaT,",False
324,"ясность
фехтовать
Жарикова", ACHOCTb ΦEXTOBATb >KAPVKOBA,False
325,неопределимый,Heorpenenwsi,False
326,"резиновый
Соломко
тютелька",pe3uHoBblui COnOMKO m0meAbka,False
327,прорубь 83227,mpopy6b 83227,False
328,Битель,Bumenb ,False
329,седина,ceANHa,False
330,"умильно
Степченко
застава
ценностный","yMWbHO CTenyeHKO 3acTaBa LeHHOCTHbI 14 Seek7Rty 14421208 #2## c+eu+ -  u CFeO""  Ht'Ke) # 元味 中8- #0e8+  wituic ee  面 益盗",False
331,"лисичка
трещать",UWW JINcnyka TpeuaTb,False
332,"мгла платан
Кураленко
брянский",Mrna nnaTaH KypaneHKO 6pAHCKUN,False
333,"шприц
одеть",mpuu OneTb,False
334,"искоренить ask
усопший
экстази",HCKOpeHMTb ask yconm 9KCTa3H DGTIO B D,False
335,"язык
парта",TAPTA,False
336,Жодик,KOnNK R19,False
337,Германов:,dopACHc M,False
338,23750,23750,True
339,"прогуляться
малокровный
Черникова ?",npo2ynambcg Mas okp oehbu HepHukoea ?,False
340,96845!,96845!,True
341,"выход
Пстыга",BbIX On ncTbira ,False
342,"Галяутдинова 9124531034
эмиссия Чечко постфактум",TanSyTANHOBa 9124531034 Yeyko nOCT中aKTyM 9MMCCMA ,False
343,"разливка
гиперинфляция",pa3JiHBKa ranepuhdnu ,False
344,проблематично,,False
345,"остроносый
взимание",ocmpOHOCblu B3UMaHue DELE ctOOx 69,False
346,"Минченко
перстенек мироощущение",MuHyeHKO nepcmeHeK Mupoowy weHue,False
347,Паутов,TayTOB,False
348,"сконструировать
посыпать чемпионат-
Корхова гравий",CKOHCTPy MpOBaTb nocbinatb yeMnNOHaT- KopxoBa rpaBNi,False
349,9691600660,9691600660 L,False
350,"солончак
укрепить
сеть)",OROHLAK YKPETW,False
351,"никотиновый юла
высоко вытяжной",HkOThHOnS roAa MhTaKHON BHOOKO 鑫,False
352,сайт,caitr,False
353,"бумажка :
бережный
работать
пуховый",D byMaxka bepexHb paboTaTb nY XOBbH,False
354,онлайн-,OHnANH,False
355,gave;,gave;,True
356,"убежать
спора",y6examb cnopa,False
357,"армия,","apuua, ml 电",False
358,"93776
Каверин
обтирать
попугай",93776 KABEPHH OBTHPATD nOnYTAN,False
359,хобби,Xo00 ,False
360,"cross
82067",CROSS 82067,True
361,прельщать,npenbwamb ,False
362,дико?,1  duKo? 一 二,False
363,"шикнуть
желаемый
десантник
толпиться?",3Y WWKHyTb xenaeMbM AeCaHT HUK TONnMT bCA?,False
364,выживаемость,BbDKMBAEMOCTb,False
365,самозарядный,conosapomi #,False
366,"конечный
Даниэль
кошма
бортовой
Бузук  ;",KOHeYHbIM aHVBnb KOLLIMa 6OpTOBOИ By3yK,False
367,вуду,BYAY,False
368,Василюк,BacwiIok 口网口口口口口,False
369,"парняга обмотать
барыга",napHa2a o6momamb 6ap b2a 0M7,False
370,"Муха
себя",MYXA CE6A,False
371,Жуков, 10  Xy Kob,False
372,битл,008889 6umr 2,False
373,Макей,女 MAKEN,False
374,"стойкий
Кушнерова)",cmoikuu Ky WHepoBa),False
375,улан,ynaH,False
376,Проханов,npOxaHOB,False
377,"чага
колли.",yara KOnnN. 13666302,False
378,"зрелость тайм-аут
автотранспорт",maiim 3penocmb -aym aemompahcnopm,False
379,ружьишко,A,False
380,мура),Mypa),False
381,одиночка,yKd,False
382,"задурить Полторак
посрамление",sagypumb Toumopak nocpau heHue,False
383,"ипподромный фол
полутруп",TOAPOMHD 中on nonyTpyn,False
384,"карлик
щека",apnuk Wek a,False
385,"сизый  )
Гаврилов
Ганиева",cvBb J FaepwnoB 3 烟火谷,False
386,подать,nodamb,False
387,утихомириться,nupumbca ymux,False
388,бизон,6VBOH,False
389,вьюга,7 Bbtora,False
390,"разлиться
уменьшать",pa3numbcA YMeHbwuamb ,False
391,paper,paper,True
392,"вероятностный
57894
временный",BepOATHOCTHLA 57894 BpeMeHHak,False
393,"Сачек
льстить тутовый",CAYEK TYTOBbIN bCTUTb,False
394,Сазановец жизненный,ooo Ca3OHOBeU X U3 HeHHbU,False
395,"Лукьянцев
Бодунов",JIYKbAHIEB BOIYHOB 口 L,False
396,"центр
титан",饮 LeHTp TVTaH,False
397,"замуж
Савчук",3aMy>k CaBuyK,False
398,"вправить
ломик диджей
look
заячий
Леонардо футболка",BApaBNTb nOMNK AWAKen bok  JeoHapno dyT6onka,False
399,Горецкая,TOPBAXAR,False
400,"престижно
напортить эмиграция
куница
дольмен выплакаться",IPECTVDK HO HAnOPTVTb 3MNTPA LIVA KY HVLIA AOMbMEH BbiTVLA KATbCA,False
401,"падло
подлог
сударь
Норко",nadno nodnoc cydapb Hopko,False
402,"Евгения
Лепеш
Довгань",EBreHA Nenew noBraHb 欢迎福,False
403,ускакать,VCKaKaTb ,False
404,"славословие
по-черному
вколоть Ляпко",CnaBOCNOBHe nO-yepHomy nAnKO BKONOTb ®,False
405,рассеяться,印 PACCESTBCA,False
406,елей,eneu Ceummi XX,False
407,джиу-джитсу,A IKHY-IKHTCY,False
408,"Борбат Пигулевская
измазать никак
Соломко огнеупорный
Передня",Bop6ar uryneBcKag V3Ma3aTb HMKaK COnOMKO orHeynopHbIN epenH,False
409,22846,22846,True
410,"технически
заиграть Ильинчик
Воркута рукопожатие)",TeXHMyecKM MIBHHYIK 3alrpaTb BopkyTa pyKOnIOKaTTe 品发点街点生产,False
411,Шахов,LJaxoB ,False
412,Болотов,口  bonomoB,False
413,раут,S家 0 PAY 401X257 加t次 公飞1#,False
414,"иначе
Жилин?",uhaue XKunuH?,False
415,прям,修 npXm,False
416,Полянский,福,False
417,"обмахиваться
Сазановец",06Max uBambca Ca3aHOBeu,False
418,"хомячок
Седлецкий
корректив
тунец", XOMOK Ceoneukuu 000 koppekmue my Heu,False
419,"призрачный
никель Новоселова
дельфинарий рука
сотрясение душевой",npn3payHbn HoBOCeOBa HMKenb AenboNHapn pyka AYWeBON COTpACeHNe RA,False
420,"стилизовать
загорать",2 cmunu30Bamb 3a20pamb,False
421,"недоработка
трудолюбиво",HE』OPAEOTKA TPYONIOENBO,False
422,барон,pgboh,False
423,запылить,Banbinumb 好源源欢家,False
424,светило,ceemuno,False
425,"Самарин
гудеть",CaMapuH 2y demb,False
426,капитан,,False
427,оземь(,geMb(,False
428,"85266
93816
после",85266 93816 nocAe,False
429,Мальгин,M X,False
430,ваххабитский,,False
431,прорубь:,npopy6b: ,False
432,"никнуть
Хурсан зажим невысоко обновляться грипп",# HUKHymb XyCCH3UOc,False
433,city,city,True
434,понаблюдать,morabnioab,False
435,"антагонизм
9594625313
бесценок:",AHTArOHN3M 9594625313 BECLEHOK:,False
436,матерый,Mamepbia ,False
437,"натрий
доступность
Тель-Авив
билетный
откинуть!",HaTpW AOCTYnHOCTb Tenb-ABUB 6WeTHbIM OTKUHyTb!,False
438,завоз,3aB03 、,False
439,Савостьян,?,False
440,"Сталин 23963
обговорить дробина
ведомость",Cmanuh 23963 000 poouna Bedonocm6 I 7,False
441,Крук,0 KpyK,False
442,Таджикистан пиала,nnaAa,False
443,"Лапа
трал",Nana Tpan 店,False
444,"сосуд
выпархивать
чванство",cocyA BbnapxNBaTb YBaHCT BO,False
445,"асбест плюс Чуркин
болячка СПИД",ac6ecm nIOC LVPKUH 6onAyka CnNn,False
446,"перепилить
коса чуять
Ермаков",nepenusumb koca yygmb M EpMaK0B,False
