index,answer,prediction,correct
88,ТРЕЗВЫЙ И БЕЗ ДЕНЕГ,TPE3BbIN M 6E3 AEHEr,False
89,ЛУКОЙЛ,以 JYKORn,False
90,DIMA 29,DIMA 29,True
91,LET'S PLAY,PAS,False
92,KIDS,KIDS ,True
93,"tephen Ki Book Signing day, November 11th at 6","Ctephen KI STES Books Signing day,November11that6",False
94,FBI,EBI,False
95,simple trin,,False
96,TAJIMA,TAJIMA  y,False
97,Шарден дом вкуса,EAA d0 lapleH!  FOM BKYCA,False
98,Мой .рф,Mou ME,False
99,Jack Wolfskin,Jack Wolfskin,True
100,ДИЗАЙН ВЫВЕСКИ,AN3ANHBbIBECKH,False
101,PANDORA,PANDORA,True
102,ПРОДУК,nPOayk,False
103,"PIZZERSA 
 Z 
 HOLLE",PIZZERA HOLLE,False
104,ОЛИМП,OAHMI,False
105,САМОВАРЪ,CAMOBAPb,False
106,GRAFF G MEDIA,GRAFF MEDIA,False
107,SHOP,SHOP,True
108,PIZZA,PIZZA ,True
109,M,m,True
110,этисэль САЛОН КРАСОТЫ этисэль САЛОН КРАСОТЫ этисэль,DMuCOK CAnOH KPACOTE aMuCaK CAnOH KPACOTH aMUCaN,False
111,Перспектива ,CENTURY ZI nepcneKTMBa,False
112,PARK,PHRK 心,False
113,ЭЛЕКТРО ПРОВОДКА,TEKTPO nPOBOAKA,False
114,HYUNDAI,HYUNDAI,True
115,Красное Бел,KpacHoe Beo,False
116,ФизКульт СЕТЬ ФИТНЕС КЛУБОВ,中H3KynbT CETbOWTHEC K月Y5OB,False
117,CH CH,CH-CH,False
118,MAMA DOMA товары для дома,DOMA MAMA moBopudnadoMo,False
119,САЛОН КРАСОТЫ,CAAOH KPACOTbI,False
120,Абсолют Банк,AbconioT BaHk,False
121,"ГОСУДАРСТВЕННЫЙ 
 ДРАМАТИЧЕСКИЙ 
 ТЕАТР",TOCYIAPCTBEHHbIN IPAMATHYECKHM TEATP,False
122,OPEN,OPEN,True
123,"всЕзнайка 
 Дитяча студiя розвитку",,False
124,ЧАСОВАЯ МАСТЕРСКАЯ,HACOBAH MACTEPCHAH Muti Kei Cai Bston nnmo,False
125,КНИГИ,BRDS NGS241RU,False
126,ApiJo,Apiuo,False
127,ОБУВЬ,o5yBb,False
128,Банк Клиентский,BaHK KnMeHTCKMA,False
129,-А,,False
130,PASCUCCI,PASCUCCI,True
131,ВЪЕЗД НЕ ЗАНИМАТЬ ШТРАФ 2 КОЛЕСА В ЧАС,BbE3n HE 3AHNMATb WTPA中 2 KONECA B YAC,False
132,Дореволюционные вывески в Москве,opeBOnIOuNOHHbleBbIBeCKHBMoCKBe,False
133,"VANIL' 
 кофе булочка",VANIL koqe&6yAo4ka,False
134,ЕЙ ГНИ РМАРК,,False
135,ВЫВЕСКА ВЫВЕСКА,HF Goen 05# BbIBECKA BbIBECKA He 6oe AL4 lr Gon,False
136,АПТЕКА,ANTEKA,False
137,ESTHETIC CENTER MEAMO,MEAMO,False
138,-1 URAL FERRUM FI HT LU,FERRUM M-1URAL FIGHTCLUB,False
139,красный куб,KPACHbIG KY6,False
140,БУКВЫ,5yKBbl SAHHEP MAPKNUH BMTPHHHAR TPAGMKA,False
141,CHURCHILL,,False
142,N,N,True
143,ЛЮКС ВОДА,MIOKCBOna,False
144,охОта рыбалка,oxOra,False
145,"сеНоВал 
 трактир",CEHoM dn TpaKTup,False
146,Трюфель,lpicpeab OC,False
147,WILDBERRIES,WILDBERRIES,True
148,G,C,False
149,ЗОЛОТАЯ СТРЕКОЗА,30NOTAA CTPEKO3A,False
150,МЕСТО ДЛЯ ВАШЕГО БРЕНДА,MEOTOAHHBAEEFO SPEHEA,False
151,Park Claros,Claros,False
152,"ИП Белик 
 РЕЖИМ РАБО 
 с 9:00",,False
153,WILDBERRIES,NN WILDBERRIES HA,False
154,Восточный ветер ТОРГОВЫЙ ЦЕНТР,OCTOYHbINBETEP TOPrOBbINLEHTP HABMTATOP PA3PAEOTKA.V3rOTOBNEHMEMMOHTAXPEKNAMHbIXKOHCTPYKLMD www.mign365.ru CTVnTb,False
155,МАГНИТ КОСМЕТИК,MAIHHTIKOCMETNK,False
156,ruine,nine,False
157,Хинкальная,XuHKanbHaA,False
158,"DeSheli 
 Beauty center",DeSheli Beauty center DEsheli,False
159,М.видео,.M.buqeo,False
160,БАНК ЮГРА,BAHK IorPA IOIPA,False
161,The GENIUS,CDO THE GENIUS CAOHAKTACOTM CPOUnRNE BALTY Lowbwrmo OLknre wwn.giesbypnincon  CMot,False
162,TRUSSARDI,TRUSSARDI Trussardi Jeans 10:022:00 SALE At -50%,False
163,ОБУВЬ,,False
164,долг Верни чорт,H gonr Bepny Y0PT,False
165,повестки в унитаз!,nOBeeTKU BYHMTA3!,False
166,"СПАСИБО, ВАЛЕРИЙ ГАРКАЛИН",CHACMGO BANEPMA FAPKAJIMH,False
167,19-037-84-82 МИХАИЛ,19-037-84-82MWXAVI BCTRAHEADTO doT,False
168,baby it's cold outside,haby io cold Side,False
169,КУРСК - СТОЛИЦА СО КРАЯ,,False
170,СМЕРТЬ,CMEPTb,False
171,МАША,59RU,False
172,baby its Cold qutSide,elilbyr uiso Cotd eutside,False
173,KING OF THE STREET,KING OFTHO STReeT,False
174,граждане! ПРИ АРТОБСТРЕЛЕ эта сторона улицы наиболее ОПАСНА,FPAKOAHEI NPN APTUGCTPEAE 3TACTTROHA SANUEI HANGINEE TNACHA,False
175,МАТЕЛЕН НА ДОРОГЕ,OTB,False
176,"МЫ 
 СЛЕДИМ",NeLmM VL.RU,False
177,spring96.org,spring96.org,True
178,63 школа ул. широт ая,63 WKOAA LACKITEOA kva5.ru,False
179,средняя общеобразовательная школа №,JOTO-OCTOBOEOKPYOEPAIEREOEPAA UAPTAMEHTOSPASOBAHMRTOPORAMOCR MPASORATEIMROEYPRIRJREHETOPOILA IOCLAPCTEEESETE CPEIHAR OSEOSPA3OBATEJBHAA C.STHORY.TYPHGMTATAPCKHM WHOJIAN1IB6 KOMTIOHEHTOM OEPASOBAIHT,False
180,бизнес-центр,GM3HEC-LEHTP,False
181,"АМЕНТ ОБРАЗОВАНИЯ ГОРОДА 
 ВОСТОЧНОЕ ОКРУЖНОЕ УПРАВ 
 ВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ У",BM3NKOM- PEKNANHO-IPOM3BOCTBEHHASK www.vizikom-ar AMEHT O6PA3OBAHNA rOPOAA BOCTOYHOE N OKPYXHOE ynPABr BEHHOE O5PA3OBATEnbHOE yu,False
182,досугово-спортивный центр гармония,"Bpa84Errna-Cases-EcTeawe3e ""NOCYTOBO-CDOPTHBHbIR LEHTP""TAPMOHNA""",False
183,"We prepare for 
 Cambridge 
 English QualificationsTM","Wepreparefor Cambridge Engish Qualifications""",False
184,Средняя школа 23,Cpeonaa ukona23.,False
185,"СЕЧЕНОВСКИЙ 
 УНИВЕРСИТЕТ 
 НАУК О ЖИЗНИ",CEHSHOBOKHR YHHBEPCHTET HAYKOXM3HM,False
186,"СРЕДНЯЯ 
 ОБЩЕОБРАЗОВАТЕЛЬНАЯ 
 ШКОЛА №143",BPASHTEILCTEOCAHKT-IETEPSYPTA KOMHTETDOOSPA3OEAEHN CPEIHAX OEWEOBPA3OBATEJIbHAX IKOJIAN143 CYTYEIEHHHMEYEHIHEMAHTTHHCKOEOX3HKA KPACHOIBAPJERCKOTOPAROHACAHKT-IIETEFEYH'A ISIGCAHKT.HETEPEYHHHCEAHACKHORKCHEKT.LUHTEPAA PEADPASOTM:OEEILHK-DXTHHACSMJO2O6 EHXOTHHEJHBOCKHECEHLEHPATIHNHSIEJHH CYEEOTACSNJOIKM,False
187,"Украинская 
 Торговая Гильдия",CnC BHPOGHHAMETAAIRKOALOPI yKpaHHCKaa ToproBaATuJibIua,False
188,"СПОРТИВНАЯ ШКОЛА 
 ЯМАЛ",CIROPTAA HMAN,False
189,ХОРОВАЯ ШКОЛА Алые паруса ОРГАННЫЙ ЗАЛ,OPIAHHBIN3AI,False
190,СРЕДНЯЯ ШКОЛА 155,CPEIHAAIKOJIA 155,False
191,"Здравствуй, ШКОЛА!",Bylalcmly TIKOJLAY,False
192,мебели,RL BEANMESENN,False
193,"ЦЕНТР 
 ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ, 
 МЕДИЦИНСКОЙ И СОЦИАЛЬНОЙ 
 ПОМОЩИ",nCHXOTOTO-BEAArOrMECKOR IEHTP,False
194,МФЮА,MOOA,False
195,Управление Книги Видео,ynpaBneHNe KHNrN Bngeo,False
196,Street Shop,Street Shop,True
197,"СТАФФ 
 КИЕВСКИЙ КЛУБ 
 КУДО",空 A LTA中中 KHEBEKKR KAYE KYAD,False
198,точка роста,TOYKA POCTA,False
199,ЦЕНТР,LVEHTP OECTYTOEYBANO KRIEHTIE,False
200,НАРУЖНАЯ СОГЛАСОВАНО РЕКЛАМА,COTJACOBAHO,False
201,Территория красоты,TeppuTopusi  kpacoTbl C,False
202,СКЛАД ОФИС ДЕМО-ЗЕЛ,CKJIAI OOHC JEMO-3AJ,False
203,ЛИГА,,False
204,ВЫЗОВ  ПЕРСОНАЛА,BbI30B NEPCOHANA RBE 4ca4rh21,False
205,Мил,MiEun,False
206,Абсолют Банк,AbcOnIOTBaHK,False
207,ОДЕЖДА,OAEKNA 生,False
208,АПТЕКА,AIITEKA,False
209,KUCHEND HOME,KOCHENLANDHOME,False
210,пальчики маникюр-педикюр,naAyuku MaHMKop-neAMK-Iop,False
211,город Солнца,nopogx AHua,False
212,ОЛЛЕГИЯ АДКОВАТОВ г. МОСКВЫ «ПРИЗЫВНИ,DNNETMR ABOKAY .MOC NIPW36BM,False
213,ТЕАТР Аквариум,,False
214,Ц,V,False
215,ТВОЙ ДОКТОР,BDECE SCEELBAMLOMO BAN,False
216,МИНИМАРКЕТ,MVHNMAPKET,False
217,ХЛЫНОВ,XISIHOB,False
218,КЛАССНЫЙ У ОЛОК,KJIACCHLIH YTOJIOK,False
219,АЗПРОМ Е,A3nPON A3GPACRPERLN BE EHC,False
220,переулок якорный 10,nEPEynOK AKOPHbIN 10,False
221,ПРЕЧИСТЕНКА улица,NPEYNCTEHKA yn NUA,False
222,RUE DE POITOU,RUE POITOU RE VELLEDU TENPLE,False
223,11,scecn HerpYp,False
224,ABBEY ROAD NW8,IEHADRIY ABBEY ROADNWS,False
225,улица МОСКОВСКАЯ 5,booeed ynNLIA MOCKOBCKAR 5,False
226,улица К.МАРКСА 26,ynHUA K.MAPKCA 26,False
227,улица Полевая 35,MoJIeBaa yauna 35,False
228,11 улица ГРИБОЕДОВА,11 ELOEE,False
229,переулокъ,PHBOKOABHHBH nEPEYnOKb TAPANARORCHAR9IR. yK sorop npaaramcsesmeropasepacrpenoe yKasare JepaHeMocKoaceaoHroToanRHeTamqxHaaEaHR a6eecn y  aaO Kpaenen 30pa EpeMo 3acran (n 1920-e roz) a Mocxne popenonxnon my Haaxxmto-auseineccmapooopause m 6 CT:Ep.30.McKX.M：Bq.2005,False
230,57 СОВЕТСКАЯ улица,57 COBETCKAA yaHua,False
231,28а улица ЛИЛИЙ,28a yaHLa D H J H,False
232,улица КООПЕРАТИВНАЯ 15,YJIHLA KOOIEPATNBHAX 15,False
233,УЛ. ЩЕПК ДОМ 29 ,TURERU 全 NSY 0OM29 S MM ,False
234,КАК МЫ РАБОТАЕМ,品 KAK MbI PA5OTAEM BNOCTARIRETE MCBRVBAENCR OOCTAAEREN BN ONLNAETE 3AREKY CEARN JAKAT TIPZOOTF4EHNR,False
235,18,SLCUROGM 8,False
236,RICE,RICE,True
237,нут,HyT,False
238,DONATiON,DONATION,True
239,НУТ,HYT,False
240,RICE,RICE,True
241,CAR,CAR,True
242,Firefly,Hinfi jinzhengglass.en.alibaba.com,False
243,DONATION,DONATION,True
244,PEACE  TRUE LOVE,PEACE TU:LOVE ,False
245,Home,Home hcindfalw lomorrosr,False
246,ДЛЯ ХОРОШЕГО НЕФТЯННИКА,》 AAR XOPOLLIerO NOTANNIKA,False
247,PASTA,pASIA,False
248,ДЛЯ / ЛУЧШЕГО / ДИРЕКТОРА,AAR AYYLLero AMPEKTOPA,False
249,Raspberry, Raspberry,True
250,TRAVEL,TRAVEL,True
251,NATRII HYDROCARBON,Bka NATRII CT WKOJUEKLMOHIKPOBAHNE www.dvaveka.nu,False
252,FOOD DONATION,FOOD DONATION,True
253,ACAT BEKKY,BERKY,False
254,CanStockPhoto.com,CanStockPhoto.com,True
255,банк россии 10 рублей 2022,POCCHU BAHK PVBJIER 2 2 2 O,False
256,НотарiуС,Homapiy,False
257,100 EURO,EURO 100 EURO 200 500,False
258,DREA S,S,False
259,СЕЛЬД,00）,False
260,ЧЕЛОВЕК ТРУДА,nA,False
261,"В баньку заходи, если чё","B BAHbKY BaxoAn, yE ECAN",False
262,2,,False
263,OF NATURE,COV NATURE OF,False
264,РОССИЮ!,Bocuio!,False
265,На отопление,dho omonnee ONU,False
266,NK OF RUSSIA,,False
267,не жалко добавь не хватает возьми,HEHAIHO AOSARS MEHBATAET B03hMK,False
268,Что за надпись ПТТ на банкоматах в Турции? Это банк?,"UTO3aHaAnNCb""ITT""Ha 6aKoMaTaxBTypunn?To 6aHK? TRAVELASKRU",False
269,Yeb ,yotibdi,False
270,СБЕР Для жизни,CBEP  *3H,False
271,00 EU,100EU,False
272,"Эй, бизнесмены ! К вам опять из банка приходили",.6CM KBaM OnT3 6aa npxon,False
273,ЧТО НИБУДЬ ПОПИТЬ СО ВКУСОМ ЛИМОНА,4TO HNEyUb nOnNTb COBRYCOM JNMOHA,False
274,MasterCard VISA,VISA Mastercard,False
275,CRISIS,CRISIS,True
276,САНКТ ПЕТЕРБУРГ ПЕТР I ПРЕОБРАЗОВАТЕЛЬ,,False
277,Ces e emps des cerises,Ceste Kemps des cerises rr   oL oCL AoC pg Py Py    福 uoc wel ol  p3 Py p3   富家福 pCakpGDfRog Oo0,False
278,Сеченовский Университет,CHEIORCERiYEVIBEPCETET CTMnIb HABNFATOP PA3PA5OTKAM3rOTOBNEHMEMMOHTAKPEKNAMHbIXKOHCTPYKLN www.sign365.ru,False
279,НАУКОЖИЗ,HAVKOZIDY HABNFATOP CTVnb PA3PA5OTKA.V3rOTOBNEHMEVMOHTAKPEKNAMHbIXKOHCTPYKLN www.sign365.ru,False
280,московский педагогический государственный университет,SIODXETHOE OSPA3OBATEIbHOEYNPEXLEHME DEAEPARSHOE TOCVAAPCTBEHNOE BCBETOOSPA3OBAHM MOCKOBCKMM NEnATOTNYECKNN FOCYAAPCTBEHHbIN YHNBEPCMTET>,False
281,оптика,OIITNKA,False
282,лужский государственный университет,,False
283,БОМБИЧЕСКАЯ ШАУРМА,6OM6MHECKAR LWAYPMA,False
284,СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АЭРОКОСМИЧЕСКИЙ УНИВЕРСИТЕТ имени академика М.Ф. Решетнёва, rOCyAAPCTBEHHbIN CHENPCKHN YHNBEPCNTET A3POKOCMNYECKNN M.o.PeWeTHeBa MMeHN akaAeMuka,False
285,ЕВРОПЕЙСКИЙ УНИВЕРСИТЕТ ГОСТИНАЯ ПРОФЕССОРСКИЙ КЛУБ,H EBPOIEHCKHH VHNBEPCHTET TOCTHHAA IIPOPECCOPCKHH KJIVE,False
286,кристалл ювелирный магазин,KPHCTAAA COENPISN-MAFASINH,False
287,брэнд медиа,BP3HO MEAVA,False
288,аптека,VEM CA GAHTEKA ,False
289,АПТЕКА,+ANTEKA,False
290,"Акционерное общество Клинический госпиталь ""НейроВита"" ","Knuwqeckwi rocnTanb ""HeipoButan",False
291,Шаурма,WoypMa S,False
292,УНИВЕРСИТЕТ,YHMBEPCHTETMTNO,False
293,cfmoto,CFMOT CARON MOTOTOXNRKH,False
294,государственный университет высшая школа экономики,FOCYAAPCTBEHHbIN YHNBEPCHTET BbICUAX KOIA OKOHOMHKH WWW.TAB.RU SoumEnutET,False
295,Жилфонд,《KMnGOHA》,False
296,ОТЧЕТ о деятельности Муниципальной библиотечной,OneRTenbnOCTM OT4ET MyanoGHnnoe cwcTesIropana Tae 3a2016ron,False
297,ЛАВКА,,False
298,сележ электро,CEAE>K-3AEKTPO,False
299,материалы 67-й универсальной научно- технической конференции студентов и молодых учёных,MATEPHAJIhI 6AYEHBEPCITETCSOAHAYVHO CTAEHTOSRNOIOXEEHNX TEXINNECKORKOHTER,False
300,юность,IOHOCTD,False
301,RISE LOUTEK,RISELOUTEK,True
302,О,0,False
303,алерея,DbIBECKA BbIBECKA CKA TATEPER S5D,False
304,император ба,MIEPATO,False
305,КОНГРЕСС, KOHFPECC MHOEOT ECTEOEOCaMOVEBH Bosunowege,False
306,R4S,R4S,True
307,ЦЕНТР ВРАЧЕБНОЙ КОСМЕТОЛОГИИ,,False
308,Сергей Атремьевич Айвазян,Meexoscstenyoauprutrta 3acnwcuinpoecoop sopqa-co SaWARKTAHLAEHIEE 15s Ceprei ApreMbeB AiBa3SH CouerCAasuoDsEsEreneotcp 1914Fm WOEpKPuSrEaHerRRrTOAe MuaMYmMB.oscea,False
309,HOURS O OPERATI MO  8am-6pm S - 5p  su  ,OPERATIC HOURS F Mon S TMrpaonka Sune rpaopi,False
310,P UM HANDMADE ODUCT COFFEE MADE SA,-COFFEE-,False
311,Qudos hair design,JUCOS design hair o,False
312,Ваш Текст,BauTeccm,False
313,Я ЛЮБЛЮ,OVg0V #,False
314,MIIM DESIGN PRESENTS BOM Boom 3D LETTERING with 3 color alternatives,MIIM DESIGN PRESENTS 3DLETTERING with 3coloraltermatives,False
315,знан ИСТИН,,False
316,ВИДЕОНАБЛЮДЕНИЕ МОНТАЖ ПРОЕКТИРОВАНИЕ 8 961 536-04-12,MOHTA>K MPOEKTNPOBAHNE 8961536-04-12,False
317,GalantClub,galantCene,False
318,спасибо за больного сына,LACMS C国 EAHCY 思 NOPOKHbIN NHCNEKTOP,False
319,Wash me,Wush me,False
320,REKLAMA NAPISY NAKLEJKI,REKLAMA NAPISY NAKLEJKI,True
321,Никаких больше вечеринок,Hurarux bOnbule beuepuHor,False
322,Машина  куплена в комплекте с правами,MaWNHa KYnAeHaB KOMnAeKTeC npaBaMK,False
323,20,20,True
324,БИЗНЕС,5M3HEG,False
325,Ваша надпись,Baua Hadnucb,False
326,К45,K45,False
327,НЕКОУЗСКИЙ,HeKOY3CKHN Pecne,False
328,"КЛУБ РЕНО сервисы, помощь, общение, встречи","KY6 PEHO CepBCbl,nOMOWb,o6weHNe,BCTpe4",False
329,PLAY DALNOBOY,PLAY DALNOSOY,False
330,Ваша надпись,Hadrucb BauBa,False
331,nokstv.ru, nokstv.ru,True
332,СЕГОДНЯ МОЖНО,"CEFOL,HA MODKCHO ",False
333,Dicas,DicasTools 0.1kg 131mm,False
334,BAD GIRL 230573 POLICE DEPT.,7 BAD GIRL 3 230573 2 POLICEDEPT.,False
335,1,,False
336,УПАКУЕМ ВСЁ!,YNAKYEM BCE!,False
337,Stay wild,Stay. wild,False
338,STAR WARS,WTAR ,False
339,УСАДЬБА СЕМЬИ ТИТОВЫХ,YCAAb5ACEMbN TUTOBbIX nocTpoeHaB2014roAy ycePAMAM  CTaPaHAH TuTona Banepa HxKonaeBga M THToBa Cepren BanepbeBya. YcTaHonneHa08.09.2021r,False
340,KRONOS,KRONOS,True
341,"Издательство ""Экзамен""",W3oamenbcmeo 《3K3AMEH》,False
342,АДВОКАТ ЛИТВИНОВ ТА ПАРТНЕРИ,AIBOKAT JIHTBHHOB TA TIAPTHEPH,False
343,СР ОБЩЕОБР ШКО А,MAEOESOLAO CPETHRR OBIILEOSPA3ORATE.IMHAS KOIAMS,False
344,фисный центр СПЕКТР,CHbLeHTP CnEKTP ,False
345,96 проспект МЕТАЛЛИСТОВ,96 PocuIeKT METAJUJINCTOB,False
346,YACHTING Туристическая компания МДМ-Яхтин,YACHTING TypMCTMyeCKag KOMnaHH MnM-AXTHH,False
347,BEER DA,BEER&DA,False
348,НОТАРIУС,MIHICTEPCTBOKOCTMUO HOTAPIyC JEMIEHORA 6.re:(09）44-8.x .2,False
349,Детская а искусств,IeTcKaa Ia HckyccTB J,False
350,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ,ASOPOCA BAAIHSTLCSODMOCHmA COCADCrBeHHOekLLHHDeHDeSLeHHe aasooxpaaeumaTopoiaMockab HHOPMAIHOHHOAHAHECKHAEHTT IEAPTAMEHTA3IPABOOXPAHEHHS TOPOLAMIOCRBhI-,False
351,ОСТОРОЖНО! Во дворе злая собака,OCTOPOKHO! Bo ABOpe  co6aka,False
352,ВЫВЕСКА,BHIBECKA,False
