index,answer,prediction,correct
136,АПТЕКА,АПТЕКА,True
137,ESTHETIC CENTER MEAMO,MEAMO,False
138,-1 URAL FERRUM FI HT LU,FERRUM M-1URAL FIGHTCLUB,False
139,красный куб,KPACHЫЙ KY6,False
140,БУКВЫ,БУКВЫ BAHHEP МАРУИM ВИТРИННАЯ ГРАФИКА,False
141,CHURCHILL,,False
142,N,N,True
143,ЛЮКС ВОДА,люкс вода,True
144,охОта рыбалка,oxOra,False
145,"сеНоВал 
 трактир",CEHO ds трактир,False
146,Трюфель,Мрофель 90,False
147,WILDBERRIES,WILDBERRIES,True
148,G,C,False
149,ЗОЛОТАЯ СТРЕКОЗА,ЗОЛОТАЯ СТРЕКОЗА,True
150,МЕСТО ДЛЯ ВАШЕГО БРЕНДА,МЕСТОДЛЯВАШЕГО БPEHA,False
151,Park Claros,Claros,False
152,"ИП Белик 
 РЕЖИМ РАБО 
 с 9:00",,False
153,WILDBERRIES, WILDBERRIES HTOA,False
154,Восточный ветер ТОРГОВЫЙ ЦЕНТР,"ОСТОЧНЫЙ ВЕТЕР ТОРГОВЫЙ ЦЕНТР HABИГATOР РАЗРАБОТКА, ИЗГОТОВЛЕНИЕ И МОНТАЖ РЕКЛАМНЫХ КОНСТРУКЦИЙ www.eign365.ru СТИПЬ",False
155,МАГНИТ КОСМЕТИК,МАГНИТ КОСМЕТИК,True
156,ruine,nine,False
157,Хинкальная,:Хинкальная,False
158,"DeSheli 
 Beauty center",DSheli Beauty center Dsheli,False
159,М.видео,Mbuдеo,False
160,БАНК ЮГРА,5AHK ЮГПА ЮOГPA,False
161,The GENIUS,CANDN KNOT THE GENIUS САЛОНАКУСОТЫ CON BEALTY EBc t www.gsiehygsin. 7(49576488 Me,False
162,TRUSSARDI,TRUSSARDI Trussardi Jeans 10:00-22:00 SALE A -50%,False
163,ОБУВЬ,,False
164,долг Верни чорт,I gonr Bepny Y0PT,False
165,повестки в унитаз!,новестки ВУНИТАЗ!,False
166,"СПАСИБО, ВАЛЕРИЙ ГАРКАЛИН",СПАСИБО ВАЛЕРИЙ ГАРКАЛИН,False
167,19-037-84-82 МИХАИЛ,19-037-84-82 МИХАИЛ ECTPAUEADTO NoT,False
168,baby it's cold outside,baby HO cold Side,False
169,КУРСК - СТОЛИЦА СО КРАЯ,,False
170,СМЕРТЬ,СМЕРТЬ,True
171,МАША,59RU,False
172,baby its Cold qutSide,baky  d e,False
173,KING OF THE STREET,KING OFaTHe STREET,False
174,граждане! ПРИ АРТОБСТРЕЛЕ эта сторона улицы наиболее ОПАСНА,ГРАКААНЕ ПРИ АРТОБСТРЕЛЕ ЭТА СТРОНА ЗАМЦЫ HANSONEE DDACHA,False
175,МАТЕЛЕН НА ДОРОГЕ,OTB,False
176,"МЫ 
 СЛЕДИМ",АeMM VL.RU,False
177,spring96.org,sping96.org,False
178,63 школа ул. широт ая,63 ШКОЛА LAOCT kva5.ru,False
179,средняя общеобразовательная школа №,ОГО-БОСТОЧОЕ ОКРУЖНОЕ УПРАЛЛЕНИК ОБРАВА ДЕАРТАМЕНТ ОБРАЗОВАНИЯ ГОРДА МОСЫ МРАЗОВАТЕЛОЕ УЧРКДЕНИК ГОРОДА ГОСУДАРТНЕЖЕТЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ С. ЭТНОКУДЬТУРНЫМ ТАТАРЕКИМ ШНОJА № 1188 КОМПОЛЕИТОМ ОБРАЗОВАНИЛ,False
180,бизнес-центр,БИЗНЕС-ЦЕНТЕ,False
181,"АМЕНТ ОБРАЗОВАНИЯ ГОРОДА 
 ВОСТОЧНОЕ ОКРУЖНОЕ УПРАВ 
 ВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ У",ВИЗИКОМ- РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ К www.vizikom-ar AMEHT ОБРАЗОВАНИЯ ФОРОДА ВОСТОЧНОЕ N ОКРУЖНОЕ УПРАВЛ BEHHOE ОБРАЗОВАТЕЛЬНОЕУЧ,False
182,досугово-спортивный центр гармония,"hpCnp-1e ""ДОСУГОвО-СПоРтИвНЫЙ ЦЕНТР""ТАРМОНИЯ""",False
183,"We prepare for 
 Cambridge 
 English QualificationsTM","Weprepare for Cambridge Engish Qualifications""",False
184,Средняя школа 23,Средняя школа № 23.,False
185,"СЕЧЕНОВСКИЙ 
 УНИВЕРСИТЕТ 
 НАУК О ЖИЗНИ",СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ НАУКОЖИЗНИ,True
186,"СРЕДНЯЯ 
 ОБЩЕОБРАЗОВАТЕЛЬНАЯ 
 ШКОЛА №143",ШРАВИТЕЛЬСТВОСАНКТ-ЕТЕРБУРТА KОМИТЕТДООКРАЗОВАННО СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШKOJA №143 СУТЛУЕЛЕННЫМ ИЗУЧЕНЕМАНГЛИЙСКОГОЯЗЫКА КРАСНОПВАРДЕЙСКОГОРАЙОНАСАНКТ-ПЕТЕРЕУНА ИПЬСАНКТ-НЕТЕРЕУРТ.ШИСКАРВСКИЙПКОКШЕКТ.ДВМТЕРАА РЕЖИМРАБОТЫ:ПОНЕДЕЛЬНИК-ПЯТИИАСКА0ДО20АВ ВХОЗНЫЕДИИЬ ВОСКРЕСЕНЫЕИЗРАЗНРЧИЫЕЗНИ СУЕЕОТАСК0ВДО1К00,False
187,"Украинская 
 Торговая Гильдия",CnC ВИРОБИ НА МЕТДЛ В КОЛЬОРИ Украинская Торговая Гильдия,False
188,"СПОРТИВНАЯ ШКОЛА 
 ЯМАЛ",«СИОРТИВНАЯ МЕОА «ЯМАЛ»,False
189,ХОРОВАЯ ШКОЛА Алые паруса ОРГАННЫЙ ЗАЛ,ОРГАННЫЙЗА,False
190,СРЕДНЯЯ ШКОЛА 155,СРЕДНЯЯ ШКОЛА 155,True
191,"Здравствуй, ШКОЛА!",3ypatemty ШКОЛА,False
192,мебели,R2 РАМЕБЕТИ,False
193,"ЦЕНТР 
 ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ, 
 МЕДИЦИНСКОЙ И СОЦИАЛЬНОЙ 
 ПОМОЩИ",ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ ЦEHTP,False
194,МФЮА,МФЮА,True
195,Управление Книги Видео,Управление Книги Бидео,False
196,Street Shop,Street Shop,True
197,"СТАФФ 
 КИЕВСКИЙ КЛУБ 
 КУДО", A CTA КИЕВЕКИЙ КАУБ KYДO,False
198,точка роста,ТОЧКА POCTA,False
199,ЦЕНТР,ПEHTP ОБСЛУТОЕУВАННЯ КЛИЕНТВ,False
200,НАРУЖНАЯ СОГЛАСОВАНО РЕКЛАМА,СОГЛАСОВАНО,False
201,Территория красоты,Территория  красоты ,True
202,СКЛАД ОФИС ДЕМО-ЗЕЛ,CKJAД ОФИС ДЕМО-ЗАЛ,False
203,ЛИГА,,False
204,ВЫЗОВ  ПЕРСОНАЛА,ВЫЗОВ ПЕРСОНАЛА HHE 422476071,False
205,Мил,Mu,False
206,Абсолют Банк,Абсолютбанк,True
207,ОДЕЖДА,ОДЕЖΔА UN,False
208,АПТЕКА,ΑΠΤΕКΑ,False
209,KUCHEND HOME,KÜCHENLAND HOME,False
210,пальчики маникюр-педикюр,нальчики маникюр-педик-юр,False
211,город Солнца,nopog AHua,False
212,ОЛЛЕГИЯ АДКОВАТОВ г. МОСКВЫ «ПРИЗЫВНИ,ОЛЛЕТИЯ ДВОКАУ .MOCK ПРИЗЫВНИЕ,False
213,ТЕАТР Аквариум,,False
214,Ц,,False
215,ТВОЙ ДОКТОР,3ДЕСЬ CMOMO BAH,False
216,МИНИМАРКЕТ,МИНИМАРКЕТ,True
217,ХЛЫНОВ,ХЛЫНОВ,True
218,КЛАССНЫЙ У ОЛОК,КЛАССНЫЙ УГОЛОК,False
219,АЗПРОМ Е,А3ПРО A30PACPE BE ,False
220,переулок якорный 10,ПЕРЕУЛОК ЯКОРНЫЙ 10,True
221,ПРЕЧИСТЕНКА улица,ПРЕЧИСТЕНКА Уn ИЦА,False
222,RUE DE POITOU,RUE POITOU RHE VELLE DO TENPLE,False
223,11,t Rancach crp Нсрыур.,False
224,ABBEY ROAD NW8,IE4DV ABBEY ROAD NWS,False
225,улица МОСКОВСКАЯ 5,pedeed УЛИЦА МОСКОВСКАЯ 5,False
226,улица К.МАРКСА 26,УНИЦА K. MAPKCA 26,False
227,улица Полевая 35,Полевая ynuua 35,False
228,11 улица ГРИБОЕДОВА,11 Б,False
229,переулокъ,"РИВОКОЛЬННЫ ПЕРЕУЛОКЪ TAPAHAHOBCHA У. улиц,к которым прилагались меньшегоразмера стрелочные указатели Пераыемосксаскиемассовоиготовлеяные таблички снаканеми и цифры имели синий фои и беле символ и были покрыты глатурыю. ныетабличкое и номереое знаки домов Краевед Юрий Ефремов застал (в 1920-е годы) а Москве дореволкциои и ера. Bуароеmаб,еонmенаосy Ma yaxps-мamusyиneco cmapoopфoaфй,сse цеету оетло чаалисбелме буы анен. Источник: Ефремов. Ю.Московских улицимена. М. Вече, 200б.",False
230,57 СОВЕТСКАЯ улица,57 СОВЕТСКАЯ ynуца,False
231,28а улица ЛИЛИЙ,28a ynица  И Л π,False
232,улица КООПЕРАТИВНАЯ 15,УЛУЦА КООПЕРАТИВНАЯ 15,False
233,УЛ. ЩЕПК ДОМ 29 ,URERU  * DОМ 29 CENAVNSOS MM ,False
234,КАК МЫ РАБОТАЕМ,8 КАК МЫ РАБОТАЕМ ВЫ ОСТАВЛRЕТE МЫ СВРЗЫВАЕВСЯ DOCТАBFREN ВW ОПAЧИВАЕТЕ 3AREKY СВАВИ JAKA3 ПРИ ПОТУЧЕНИИ,False
235,18,SC 8,False
236,RICE,RICE,True
237,нут,HYT,False
238,DONATiON,DONATION,True
239,НУТ,HYT,False
240,RICE,RICE,True
241,CAR,CAR,True
242,Firefly,Cirfly jinzhengglass.en.alibaba.com,False
243,DONATION,DONATION,True
244,PEACE  TRUE LOVE,PEACE TRU: LOVE ,False
245,Home,Home beindfude Tumorroo,False
246,ДЛЯ ХОРОШЕГО НЕФТЯННИКА, ΔΛЯ ХоРоШего КЕФТЯННИКА,False
247,PASTA,PAST,False
248,ДЛЯ / ЛУЧШЕГО / ДИРЕКТОРА,ΔΛЯ ΛΥΨШΕΓΟ ДИРЕКТОРА,False
249,Raspberry, Raspberry,True
250,TRAVEL,TRAVEL,True
251,NATRII HYDROCARBON,BKa NATRII WCT И КОЛЛЕКЦИОНКРОВАНИЕ www.dvaveka.tu,False
252,FOOD DONATION,FOOD DONATION,True
253,ACAT BEKKY,SEKRY,False
254,CanStockPhoto.com,© CanStockPhoto.com,False
255,банк россии 10 рублей 2022,POCCNN BAHK PYBJEЙ 2 2 2 0,False
256,НотарiуС,HomapiyC,False
257,100 EURO,EURO 100 EURO 200 500,False
258,DREA S,,False
259,СЕЛЬД,  ),False
260,ЧЕЛОВЕК ТРУДА,DA,False
261,"В баньку заходи, если чё","B БАHЬКY заходн, 4ё ECΛH",False
262,2,,False
263,OF NATURE,LOVE NATURE OF,False
264,РОССИЮ!,Россию!,True
265,На отопление,Ha отопленце ,False
266,NK OF RUSSIA,,False
267,не жалко добавь не хватает возьми,НЕЖАЛКО ДОБАРЬ MEKBATAET ВОЗЬМИ,False
268,Что за надпись ПТТ на банкоматах в Турции? Это банк?,"Что за надпись ""ПТТ"" на бакоматах в Турции? Это банк? TRAVELASKRU",False
269,Yeb ,yotibdi,False
270,СБЕР Для жизни,СБЕР Для жизни,True
271,00 EU,1O0EU,False
272,"Эй, бизнесмены ! К вам опять из банка приходили","Эй, бизнесмены! К вам опять из банка приходили",True
273,ЧТО НИБУДЬ ПОПИТЬ СО ВКУСОМ ЛИМОНА,ЧТО НИБУДЬ ПОПИТЬ СO ВКУСОМ JМОНА,False
274,MasterCard VISA,VISA Mastertav,False
275,CRISIS,CRISIS,True
276,САНКТ ПЕТЕРБУРГ ПЕТР I ПРЕОБРАЗОВАТЕЛЬ,,False
277,Ces e emps des cerises,"Cestte temps des cerises  0 0m1 voG voG voG py 13 p3  w w 2 voG voC vo "" 1 m p  ww 222 СфавкГбдрчЁДчГад ",False
278,Сеченовский Университет,"СОКСКИЙУНИВЕРСИТЕТ СТИЛЬ HABИГATOP РАЗРАБОТКА, ИЗГОТОВЛЕНИЕ ИМОНТАЖ РЕКЛАМНЫХ КОНСТРУКЦИЙ www.sign365.ru",False
279,НАУКОЖИЗ,"HAYKOXIC HABИГATOP СТИЛЬ РАЗРАБОТКА, ИЗГОТОВЛЕНИЕ ИМОНТАЖ РЕКЛАМНЫХКОНСТРУКЦИЙ www.sign365.ru",False
280,московский педагогический государственный университет,БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКИЙ ПЕДАГОГИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ YHИВEPСИTEТ,False
281,оптика,ОПТИКА,True
282,лужский государственный университет,,False
283,БОМБИЧЕСКАЯ ШАУРМА,БОМБИЧЕСКАЯ ШАУРМА,True
284,СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АЭРОКОСМИЧЕСКИЙ УНИВЕРСИТЕТ имени академика М.Ф. Решетнёва,ЙГОСУДАРСТВЕННЫЙ SIBIRSIЙ УНИВЕРСИТЕТ АЭРОКОСМИЧЕСКИЙ М.Ф. Решетнёва имени академика,False
285,ЕВРОПЕЙСКИЙ УНИВЕРСИТЕТ ГОСТИНАЯ ПРОФЕССОРСКИЙ КЛУБ, ЕВРОПЕЙСКИЙ УНИВЕРСИТЕТ ФОСТHАЯ ПРОФЕССОРСКИЙ КЛУБ,False
286,кристалл ювелирный магазин,КPИCTAЛA ПИРНЫЙ МАГАЗИН,False
287,брэнд медиа,6Р3HД МЕДИА,False
288,аптека,VEM ECA АПТЕКА F,False
289,АПТЕКА,ΑПΤΕКΑ,False
290,"Акционерное общество Клинический госпиталь ""НейроВита"" ",Клииический госпиталь «Нейровита»,False
291,Шаурма,Шaypмa 5,False
292,УНИВЕРСИТЕТ,УНИЗЕРСМТЕТ МТМО,False
293,cfmoto,C-mOT СаПОНМОТоТехНИКИ,False
294,государственный университет высшая школа экономики,ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВЫСШАЯ ШКОЛА ЭКОНОМИКИ WWW:TAB.RU AMEnCKTET,False
295,Жилфонд,«Жилфонд»,False
296,ОТЧЕТ о деятельности Муниципальной библиотечной,одеятепьности ОТЧЕТ Муниципальной библиотечной систеиы города Тиери 3a 2016 ron,False
297,ЛАВКА,,False
298,сележ электро,СЕЛЕЖ-ЭЛЕКТРО,False
299,материалы 67-й универсальной научно- технической конференции студентов и молодых учёных,МАТЕРИАЛЫ 67-Й УНИМРСИТЕТСКОЙ ЯАУЧИО СТУДЕНТОВИМООДЫХУЧЕНЫХ ТЕХИЧЕСКОЙКОНФЕЛЕНЦИИ,False
300,юность,ЮНОСТЬ,True
301,RISE LOUTEK,RISE LOUTEK,True
302,О,0,False
303,алерея,ВЫВЕСКА ВЫВЕСКА CKA ТАЛЕРЕЯ S5D,False
304,император ба,ИМПЕРАТО,False
305,КОНГРЕСС, KOHГPECC Ииформавентый бюллетень местогосамоуравленя Bposeepe,False
306,R4S,R4S,True
307,ЦЕНТР ВРАЧЕБНОЙ КОСМЕТОЛОГИИ,,False
308,Сергей Атремьевич Айвазян,Mecsoackeeyuepeurets 3acyйpoфp деорфи-ат aaeK1AR ApMi nay Сергей Артемьевич Айвазян Соетаарыруктефоры 01m o MI3MEYMEB.3wom,False
309,HOURS O OPERATI MO  8am-6pm S - 5p  su  ,OPERATIC HOURS QF Mop S ТМrpафика Sune граф,False
310,P UM HANDMADE ODUCT COFFEE MADE SA,COFFEE,False
311,Qudos hair design,Hios desian hair,False
312,Ваш Текст,БашТекст,False
313,Я ЛЮБЛЮ,OV90VB,False
314,MIIM DESIGN PRESENTS BOM Boom 3D LETTERING with 3 color alternatives,MIIM DESIGN PRESENTS 3DLETTERING wIth 3 color alternatiVes,False
315,знан ИСТИН,,False
316,ВИДЕОНАБЛЮДЕНИЕ МОНТАЖ ПРОЕКТИРОВАНИЕ 8 961 536-04-12,МОHТАЖ ПРОЕКТИРОВАНИЕ 8961536-04-12,False
317,GalantClub,GalantClub,True
318,спасибо за больного сына,ПАСИБ C EAHO P ДОРОЖНЫЙ MHCПEKTOP,False
319,Wash me,Wush me,False
320,REKLAMA NAPISY NAKLEJKI,REKLAMA NAPISY NAKLEJKI,True
321,Никаких больше вечеринок,Hukakux больше бечеринок,False
322,Машина  куплена в комплекте с правами,Машина куплена в комплекте с правами,True
323,20,20,True
324,БИЗНЕС,БИЗНЕС,True
325,Ваша надпись,Ваша надпись,True
326,К45,K45,False
327,НЕКОУЗСКИЙ,некоузский Pecne,False
328,"КЛУБ РЕНО сервисы, помощь, общение, встречи","КЛУБРЕНО сервисы, помощь, общение, встречи",True
329,PLAY DALNOBOY,PLAY DALNOBOY,True
330,Ваша надпись,надuсь Bawa,False
331,nokstv.ru, nokstv.ru,True
332,СЕГОДНЯ МОЖНО,CЕГОДНЯ МОЖНО ,False
333,Dicas,Dicas Tools 0.1kg 131mm,False
334,BAD GIRL 230573 POLICE DEPT.,7 BAD GIRL 3 230573 2 POLICE DEPT.,False
335,1,,False
336,УПАКУЕМ ВСЁ!,УПАКУЕМ BCË!,False
337,Stay wild,Stay wild,True
338,STAR WARS,WTARR ,False
