index,answer,prediction,correct
61,"радиационный
кувыркнуться
кожанка",  радиационный кувыркнуться кожанка,True
62,"кубовой
Пчелкина
Продан",SWEDE кубовой Пчeлкина * 88  * 2 8 Продан,False
63,"беспочвенный
убаюкать Янович
маслице apple",беспочвенный убаюкать Янович маслице apple,True
64,переноска,переноска,True
65,"возрождаться
Филистович
мускул",возрождаться Филистович мУСКУЛ,True
66,"Рагель Гладкая
индивидуальность
вылазка Ширяев",Рагель Гладкая индивидуальность вылазка Ширяев,True
67,Роллан,Роллан,True
68,"река
неизменно",peka HEи3MEHHO ,False
69,Маркс,©  Mapkc X……,False
70,"долго;
slip",долго; slip,True
71,чугунный,4угунный,False
72,камергер,,False
73,"Гойя
53593
трижды",Гойя 53593 ТРИЖДЫ ,True
74,клинопись,КЛИНОПИСЬ C,False
75,шмайссер,шмайсeер,False
76,усик,усик  ,True
77,"Дима вислоухий
заманчиво шина
Луиза     (
Жидков ацетон",Дима вислоухий заманчиво шуна Лyiзa  *удковацетон,False
78,"благостно
замирать)
лизинг",благостно замирать) ЛИЗИНГ,True
79,"трудящийся(
лакировать",трудящийся( лакировать ,True
80,"оргпреступность
мониторинговый
Шаймухаметов.
дремучий",оргпреступность мониторинговый Шаймухаметов. дремучий,True
81,"Петухов
Саган
минога
Приймак",Петухов Сagan минога Приймак,False
82,"ступа
жиреть
картон",cтyna *уреть картон,False
83,шпат,шпат,True
84,косица, КОСИЦА,True
85,"Травкина
департамент",Травкина департамент,True
86,старомодный,старомодный,True
87,"косо
горком",KOCO рорком,False
88,нагрузить,НАГРУЗИТЬ ,True
89,отыграться,ОТЫГРАТЬСЯ,True
90,Коржаков полуслепой,Коржаков полуслепой,True
91,дань(,дань( hF,False
92,"сравнить
Гендель",СРАВНИТЬ ГЕНД ЦЕЛЬ,False
93,Татарстан,,False
94,"Шмелева
Кислюк",Шмелева Кислюк ,True
95,Уханова,yxaHоBa 7ER8 3572 82 :12 EBZEN DREL  3E INSLY HGF IRE 182E ESZEH 22 1V 2872 182  IGIY,False
96,"колок
жгут",КОЛОК ЖГYТ,False
97,"садоводческий
подвезти",садоводческий подвезти,True
98,трек,Трек,True
99,"похолодеть
МИД опилки
факельный
маринкин",XTIODOAINING похолодеть L30 МИД онилки факельный маринкин Aua,False
100,санки, сaHKи,False
101,выхлоп,ВЫХЛОП 0,False
102,"шарик
пирс",шарик нупc NNA,False
103,"раскапывать
роиться Каледа",раскапывать роиться Каледа 3RAKES ,False
104,"эмбрион
13910
Кускова
ежли
перо",эмбрион 13910 Kусkoва ежли 2 nepo - M :2 2 c2,False
105,лгать,нгать ,False
106,минус,24810,False
107,"9791230143
загасить дурка:",9791230143 ЗАГАСИТЬ ДУРКА:,True
108,Климент, Климент,True
109,"ваучер
наоборот",110 7os  2 4    ваучер наоборот,False
110,"осторожненько
переплюнуть
улыбнуться
Хвалько",осторожненько переплюнуть улыбнуться Хвалько,True
111,Кондратеня Кабиров,Кондратеня Кабиров,True
112,"одышка !
полвека", одышка полвека,False
113,Долматова,Долматова ,True
114,чека:,Do чека:,False
115,"отрог
50934",отрог 50934,True
116,"Левин
апология",Leвin атология  Mezign,False
117,"мегафон
шаманка",мегафон шаманка,True
118,"угловато
29257
берег,","угловато 29257 6eper,",False
119,"9747686525
Юрчук
Давидчик
старчество
смывка",9747686525 ЮOП4YК Давидчик CTAF PЧЕСT BO СМЫВКА,False
120,21211,21211 1 N :25 1933,False
121,"встряхивать;
Фридрих  ,
энтеровирус",ВСТРЯХИВАТЬ,False
122,Сытин,Сытин,True
123,"прославление!
упавший
отпугнуть",прославление! упавший отпугнуть ,True
124,анемия манка,анемия мaHкa ©,False
125,"Матюк
сумка
пыльца
мсье ;",Матьюк cymka пыльца Мсье ,False
126,"9398140376
боязно",9398140376 боязно ,True
127,Шагин.,S.U20 DEUB1 :  Шагин,False
128,чистый слива изменник,чистый слива изменник 0,False
129,"одноименный
регата   )",одноименный ( pegata,False
130,9799905051, 9799905051,True
131,"арап?
учет",apап? учет ,False
132,"смерш
9536985036
ожог схождение
Савинова волочь",смерш 9536985036 ОЖОГ схождение Савинова ВОЛОЧЬ,True
133,расстилать,расстил,False
134,"жидкий
лакать",*идкий лакать,False
135,Бельгия,Бельгия EVAK 20000,False
136,"сахарин
страсть
арбалет",*  or  сахарин страсть арбалет,False
137,Подольский,NASA Подольский   MARS ,False
138,святцы,святцы C 2 ,False
139,"физик
Нечай
53869", ФИЗИК НЕЧАЙ 53869,True
140,"дубасить
Смолик",дубасить Смолик,True
141,Инга, ИHra,False
142,Алай,АЛАЙ,True
143,80163(,80163(  ,True
144,"77555 Велько
смиренный 66575",77555 Белько сииргнный 66575 EREED,False
145,"галдеж осушить(
спагетти   (",галдеж осушить( спагетти у ,False
146,граб,2pa6,False
147,очаг,очаг,True
148,"Янчук.
жаль",,False
149,амба,am6a  ,False
150,"горло
Пузевич
батюшка
понижающий
пролепетать!",рорло Пузевич батюшка понижающий пролепетать! ,False
151,Скорина,ckopuHa,False
152,Греф,ГРЕФ 3 ,False
153,важничать, ,False
154,разбазарить прялка,разбазарить прялка,True
155,Салтыков,алт TbKOB,False
156,"шейный
50487
81594?",ШЕЙНЫЙ 50487 81594?,True
157,Моцарт,,False
158,клей!,КЛЕЙ!,True
159,"морить
слепой
сшибить
чернослив",морить слепой сшибить чернослив CODE,False
160,Чернушевич,Чернушевич ,True
161,облупить,облу numb,False
162,вибрион,вибрион,True
163,Клара,КЛАРА ,True
164,"замещение
помышлять
готовно смута",ЗАМЕЩЕНИЕ ПОМЫШЛЯТЬ ФОТОВНО СМYTA ,False
165,наука,наука,True
166,"пулковский
хитровато",нУЛКовСкиЙ Хитровато,False
167,зачин,3aчиH,False
168,Кент.,,False
169,"Шатило
цитология",Шатило ЦиТОЛОГИЯ,True
170,"каретка
старомосковский
осмотрительно
зачитываться.",каретка старомосковский  осмотрительно зачитьваться,False
171,иудин!,иудин!,True
172,"Дуся
богато",2 Дуся 6огато,False
173,троп, CLU rpo STORIES ,False
174,"Галенко
левит
душистый
Ганевич",Фаленко левит душистый Ганевич,False
175,Рожина,се  рожина,False
176,"Козин
Храмов
невидный?",Thereleslayero protective filim - BSPU Ко3иH Xрамов невидный?,False
177,"дож сельва
догонять выиграть
настенный
свершаться",дож сельва догонять выиграть настенный свершаться ,True
178,"въезжать
окаймить", въезжать окаймить,True
179,"вахта
аборт",вахта a6opT,False
180,Шилов, ШИЛОВ,True
181,"листинг самооценка;
лизинг плантация",листинг самооценка; ли3иНГ плантация ,False
182,нулевой, нулевой,True
183,"питомец event
Влад
гвалт вопросик Быков(
63462 воздвижение
венский       ?",питомец еvепt Бнад гвалт вопросик БыКОВ( 63462 воздвижение BeHCKий,False
184,"Власик
галстук",Власик галстук,True
185,"75597
инфа",75597 инfа * ,False
186,даос,aaoc,False
187,"Наум стрежень доменный-
досадливый.",Наум стрежень доменный- досадливый.,True
188,бабий,g бабий 2 (,False
189,"РСПП
прям
99259", PCTP  2018 нрям 99259,False
190,спассеровать,спассеровать,True
191,цыпка,цыпка,True
192,"Гребенкина 93780 сивуха
шоу-бизнес",0 Фребенкина 93780 сивуха шоу-бизнес,False
193,резчик, pе3чuк,False
194,"вмещать;
Федорова
Томас",вмещать; Федорова  Tomac,False
195,"потешаться
51581 вышина
зажмурить(
66536 чудно",ПОТЕШАТЬСЯ 51581 ВЫШИНА ЗАЖМУРИТЬ( 66536 ЧУДНО,True
196,"трепанация пересказ
9631168328 бесчестный",треганация нересказ 9631168328 бесчестный ,False
197,"root,","root,  ",True
198,"Василюк 97885
непостоянство",Василюк 97885 непостоянство,True
199,ножик,RSI E B HOЖИK NLINE,False
200,"трудящийся
аттестат
предстать",трудящийся аттестат предстать,True
201,Гришкова,,False
202,"Стасик
Жильцова",Стасик Жильцова,True
203,"Сапронов
Марченков
энергичный
забойный )
наметиться",Сапронов MapyeHkoB энергичный забойный наметиться,False
204,домой,ДОМОЙ,True
205,"огнеупор разгибатель
43245 Лаврухин стиляга
прямиком ужесточать",огнеупор разгибатель 43245 Лаврухин стиляга прямиком ужесточать,True
206,обегать, обегать,True
207,утилитарный,MARNINC ZOMBIE REAS 0 утилитарный,False
208,"завивать
страусовый
обаятельно", завивать страусовый обаятельно,True
209,77512,77512  ,True
210,Бабаков,,False
211,"Журов  !
опереться
Симончик",*ypов — опереться Симончик,False
212,9352767310,,False
213,сойка,kpfia сойка,False
214,Филатова,филатова ,True
215,Саввин,Саввин ②G,False
216,Сонька-,Сонька-,True
217,"Феоктистова term
диоптрия бензопила
Ананьева скучноватый
расстаться 9336428168(",L Феоктистова term диоптрия бeн3oпила Ананьева скучноватый 9336428168( расстаться,False
218,"coat
бзик", coot 63uK,False
219,"Демкин
51729", ДеМкиН 51729,True
220,"хорошее
слалом
сгубить
Чуйков",хорошее слалом сгубить Цуйков 1 http://cofound.in/profile Tue,False
221,"слушок
уборочная
дожать
процедура",слушок уборочная дожать процедура,True
222,брахман,6paxmaH,False
223,Алданов,Алданов ,True
224,"идея гогот
Фоменкова",идея гогот Фоменкова ,True
225,"опора;
свыше
диета",опора; свыше duema,False
226,Журкин,Жyркин,False
227,"равелин
актуально;",равелин актуально; ,True
228,челядь,неядь,False
229,"Караулов
Шанчук
купить залежь",Караулов Шанчук купить залежь,True
230,"штангист студить-
филин Колосовский",Штангист студить- филин Колосовский,True
231,чаек больше,чаек больше .,False
232,маржа,маржа,True
233,"гжель
целый",гжель  целый,True
234,непредвиденный,непредвиденный,True
235,9419380237,9419380237,True
236,"метелка
трейдер:
приход",метелка трейдер: npuxod,False
237,"Глебов
лахтак
склад!",Глебов лахтак склад!,True
238,"лейка
зятек",лейка зямек,False
239,"захромать,",захромать,False
240,синклит:,CUHKUm:,False
241,"спа Князев спонтанный
почесываться усомниться обнимать ген
блондин всплеск Горлова ажурный",w спа Князев спонтанный почесываться усомниться обнимать ген длондин вспеск Торлва ажурный,False
242,"новодел обход Ромашко
Жолудь Гудкова выгода;
9475548212",обход новодел Ромашко Жолудь Фyдкова выгода; 9475548212 4POI8S NOLW,False
243,"verb
база",verb  база,True
244,"ликбез
эпоха
дисковый
Чечура
Вареник",ликбез эпоха дИсКОВЫЙ Чечура Вареник,True
245,finger),finger),True
246,"непроверенный
хохотнуть",непроверенный хохотнуть,True
247,36816,36816,True
248,успенский,успенский  ,True
249,Рублев,2 2  Pу6neв,False
250,Юрлов,Юрлоз,False
251,"Саков
Иудея",СакоB Иудея,False
252,"lady
членский
подружка
Смолко",lady членский подружка Смолко,True
253,"натолкнуть
вразброд,
Семченко
служка","натолкнуть вразброд, Семченко служка",True
254,"выстудить
Аврамчик -", ВЫСТУДИТЬ АBРАМ4ИК,False
255,"Конов,", KOHOB,False
256,"взрослеть
оглашаться
ветровой",взрослеть оглашаться ветровой,True
257,слега,слега,True
258,ну-у,HY-y,False
259,"подвесить
Кучумов
ералаш",ПОДВЕСИТЬ КУЧУМОв ЕПАЛАШ,False
260,суетливо,суетливо,True
261,"закат
14234", закат 14234,True
262,9331007319,9331007319  ),False
263,"Бугрова
9295968930
Скороходов
Янкевич
значок",Бугрова 9295968930 Скороходов Янкевич значOK,False
264,свести, cвести,False
265,"овация вой
расстегнуть
полноватый (",ВОЙ овация расстепнуть ПОЛНОвАТЫЙ,False
266,Глазырин,Глазырин,True
267,Кощей МПА,МПА Кощей ,False
268,"байдара
фляжка
наяву",БАЙДАРА ФЛЯЖКА НАЯВУ,True
269,"меццо-сопрано
Горнак;
многотомный
воинственно
вскидываться",меццо-сопрано Фопнак; МНОГОТОМНЫЙ воинственно вскидываться,False
270,"сыночек
проем
доложиться",сыночек проем доложиться,True
271,ВГИК, БГИК,False
272,складной!,складной!,True
273,"кинокомедия
судовой",кинокомедия судовой,True
274,9734573763,9734573763 THUIE,False
275,наказанье,наказанье,True
276,"освятить
Киселева", 1 ОСвAТИТЬ CAUFON Kiseleva,False
277,"косноязычный
салфетка
запеленать",КОСНОЯЗЫЧНЫЙ салфетка запеленать,True
278,вобла, еобла ,False
279,глушь,глушь,True
280,56293,56293 ,True
281,"джемпер
шапочка",джемпер шапочка,True
282,"11592
замша
отходы(",11592 ЗАМША отходы(,True
283,"вакцинный
прожить -
угнетать ;",6 вакцинный прожить угнетать,False
284,разработчик, pa3p,False
285,"облететь
помахать южанин",C  4V облететь помахать южанин,False
286,Каминский,Каминский CLASS F,False
287,пролонгировать!,,False
288,Олейникова,Олейникова,True
289,"Русских
фотка
перенос",Russkih  фотка pеpeнoc,False
290,Салей,Caneй ,False
291,Гончаренок,Гончаренок,True
292,"эмоциональный
эстетически вложиться
потягивать огромный;",эмоциональный эстетически ВЛОЖИТЬСЯ потягивать огромный;,True
293,"рокан
вест",рокан BecT,False
294,"карат
бронь
ливрея",карат бронь ливрея,True
295,"догнать
лотерея
слабнуть",догнать лотерея слабнуть,True
296,"Хейфец
задрать
40109,",Хейфец задрать 40109,False
297,ходики, ходики,True
298,Осмоловский, — — Осмоловский,False
299,заклинание,,False
300,89189,89189,True
301,"9708626915 секрет Фроленко
10775 запариться 9935867172
68540 58237 Ахмадеева кулачок  ;
присосаться порхать мастеровитый",9708626915 Фроленко секрет 10775 9935867172 запариться 68540 58237 Ахмадеева кулачок порхать мастеровитый npucocaтbcя,False
302,"печенье
Мячина
Смыслова
делать",печенье Мячина Смыслова делать,True
303,"вобрать
лабиринт",вобрать лабиринт,True
304,"Шейко
комбриг",Шейко комбриг,True
305,улюлюканье:, улюлюканье:,True
306,63523, 63523,True
307,"игрек
Лесняк",игрек Лесняк,True
308,глаз,H!  рла3,False
309,"варьировать
марионетка(",варьировать марионетка(,True
310,"отбой
Юлий", ОТБОЙ Юлий,True
311,солома,солома,True
312,"9426716317(
партактив;",942616317(,False
313,"усадить
прялка
рвота",yсадить прялка pBoTa,False
314,Зезюлина,3e3юлиHa,False
315,"рядком
мироточение
Стасюкевич
ансамбль",рядком мироточение Стасюкевич ансамбль,True
316,"Конаков зевака
посвистеть  :",Конаков зевака посвистеть,False
317,шельф,шельф M un Fa,False
318,"свое
проблеск
размен
скушать",свoе проблеск размен скушать,False
319,"сосец
пара !", сосец нара! ,False
320,"вертеть кортеж
гаражный Лапцевич",вертеть кортеж гаражный Лапцевич,True
321,Майстрович,Майстрович ,True
322,именование!,  именование!,True
323,воспринимать,воспринимать,True
324,"ясность
фехтовать
Жарикова", ЯСНОСТЬ ФЕХТОВАТЬ ЖариКова,True
325,неопределимый,неопределимый,True
326,"резиновый
Соломко
тютелька",резиновый Соломко тютелька,True
327,прорубь 83227,прорубь 83227,True
328,Битель,Битель ,True
329,седина,sedina,False
330,"умильно
Степченко
застава
ценностный","умильно Степченко застава ценностный 71408404 4 15-462126-88""38 022** 22 2424-180380-6  B468 CPE 86447144 0 2287191N 7224-4049 142- 0  478 10   S06",False
331,"лисичка
трещать",UWW нисичка трещать,False
332,"мгла платан
Кураленко
брянский",мгла натан Kypaлeнкo брянский,False
333,"шприц
одеть",шприц одеть,True
334,"искоренить ask
усопший
экстази",искоренить ask усопший экстази DWRD D ,False
335,"язык
парта",ПАРТА,False
336,Жодик,Жодик 2919,False
337,Германов:,деpuснов: V,False
338,23750,23750,True
339,"прогуляться
малокровный
Черникова ?",прогуляться малокровный Черникова ?,True
340,96845!,96845,False
341,"выход
Пстыга",ВЫХОД Пстыга ,True
342,"Галяутдинова 9124531034
эмиссия Чечко постфактум",Галяутдинова 9124531034 Чечко постфактум ЭМИССИЯ 6,False
343,"разливка
гиперинфляция",разливка гиперинфляция 0,False
344,проблематично,,False
345,"остроносый
взимание",остроносый взимание DELEE ace ox be,False
346,"Минченко
перстенек мироощущение",MiHчeHko перстенек мироощущение,False
347,Паутов,Паутов,True
348,"сконструировать
посыпать чемпионат-
Корхова гравий",сконструировать носыпать чемпионат- Корхова рпавий,False
349,9691600660,9691600660 ,True
350,"солончак
укрепить
сеть)",СОЛОНЧАК YКPЕПИ,False
351,"никотиновый юла
высоко вытяжной",НИКОТИНОМЫЙ Oλa ВЫТЯЖНОЙ BbCОKО ,False
352,сайт,cait,False
353,"бумажка :
бережный
работать
пуховый", бумажка бережный работать пуховый,False
354,онлайн-,онлайн,False
355,gave;,gave;,True
356,"убежать
спора",убежать cnopa,False
357,"армия,","apмua, ( ",False
358,"93776
Каверин
обтирать
попугай",93776 Каверин ОБТИРАТЬ ПОПУГАЙ,True
359,хобби,XO00 ,False
360,"cross
82067",CROSS 82067,True
361,прельщать,прельщать ,True
362,дико?,  дukо?  ,False
363,"шикнуть
желаемый
десантник
толпиться?",0 шикнуть желаемый dесаnтник толпиться?,False
364,выживаемость,ВЫЖИВАЕМОСТЬ,True
365,самозарядный,самозарядный ,True
366,"конечный
Даниэль
кошма
бортовой
Бузук  ;",конечный Даниэль кошма бортовой Бузук,False
367,вуду,BYДY,False
368,Василюк,Басилюк 0000,False
369,"парняга обмотать
барыга",парняга обмотать барыга ,True
370,"Муха
себя",MYXA СЕБЯ,False
371,Жуков,NE 10  *y KOB,False
372,битл,0A88444 6um 8,False
373,Макей,1 МАКеЙ,False
374,"стойкий
Кушнерова)",стойкий Ky шнерова,False
375,улан,ynaH,False
376,Проханов,Проханов,True
377,"чага
колли.",чага КОЛЛИ. 1,False
378,"зрелость тайм-аут
автотранспорт",тайм зрелость -aym aвтотрaнспoрт,False
379,ружьишко,PK,False
380,мура),Mypa),False
381,одиночка,чка,False
382,"задурить Полторак
посрамление",зagypumь Фоторак посрашление,False
383,"ипподромный фол
полутруп",ипподромный Фол полутруп,True
384,"карлик
щека",арлик щека,False
385,"сизый  )
Гаврилов
Ганиева",СизыЙ ( Гаврилов 033 K,False
386,подать,подать,True
387,утихомириться,лириться ymux,False
388,бизон,6u3OH,False
389,вьюга, выюога,False
390,"разлиться
уменьшать",разлиться уменышать ,False
391,paper,paper,True
392,"вероятностный
57894
временный",вероятностный 57894 временный,True
393,"Сачек
льстить тутовый",САЧЕК ТУТОВЫЙ ЛЬСТИТЬ,False
394,Сазановец жизненный, Сазановец жизненный,True
395,"Лукьянцев
Бодунов",ЛУКЬЯНЦЕВ Бодунов  ,True
396,"центр
титан", центр титан,True
397,"замуж
Савчук",замуж Савчук,True
398,"вправить
ломик диджей
look
заячий
Леонардо футболка",вправить ломик диджей bok заячий Леонардо футболка,False
399,Горецкая,ФОРЕЦКАЯ,False
400,"престижно
напортить эмиграция
куница
дольмен выплакаться",ПРЕСТИЖНО НАПОРТИТЬ ЭМИГРАЦИЯ KYHИЦА ДОЛЬМЕН ВЫПЛАКАТЬСЯ,False
401,"падло
подлог
сударь
Норко",надло подлог сударь Hopko,False
402,"Евгения
Лепеш
Довгань",Евгения Лепеш Довгань ,True
403,ускакать,ускакать ,True
404,"славословие
по-черному
вколоть Ляпко",славословие по-черному Ляпко ВКОЛОТЬ ,False
405,рассеяться,H РАССВЯТЬСЯ,False
406,елей,елей  XX,False
407,джиу-джитсу, ДЖИ-ДЖИТСУ,False
408,"Борбат Пигулевская
измазать никак
Соломко огнеупорный
Передня",Борбат Пигулевская измазать никак Соломко огнеупорный Передня,True
409,22846,22846,True
410,"технически
заиграть Ильинчик
Воркута рукопожатие)",технически Ильинчик заиграть Воркута рукопожатие ,False
411,Шахов,Шахов ,True
412,Болотов, Болотов,True
413,раут,ST7  PAYT 64 421X257 S9C90 mtt 07.1,False
414,"иначе
Жилин?",иначе Жилин?,True
415,прям,SEP прям,False
416,Полянский,,False
417,"обмахиваться
Сазановец",обмахиваться Сазановец,True
418,"хомячок
Седлецкий
корректив
тунец", ХОМЯЧОК Седлецкий 000 корректив тунец,False
419,"призрачный
никель Новоселова
дельфинарий рука
сотрясение душевой",призрачный НoBоселoва никель дельфинарий pyka душевой сотрясение ,False
420,"стилизовать
загорать", стилизовать загорать,True
421,"недоработка
трудолюбиво",НЕДОРАБОТКА ТРУДОЛЮБИВО,True
422,барон,оябон,False
423,запылить,запылить ,True
424,светило,светило,True
425,"Самарин
гудеть",Самарин гудеть,True
426,капитан,,False
427,оземь(,земь(,False
428,"85266
93816
после",85266 93816 nocne,False
429,Мальгин, X,False
430,ваххабитский,,False
431,прорубь:,прорубь: ,True
432,"никнуть
Хурсан зажим невысоко обновляться грипп", HUKHYTO Хрсн зим н обт т,False
433,city,city,True
434,понаблюдать,понаблюдать,True
435,"антагонизм
9594625313
бесценок:",АНТАГОНИЗМ 9594625313 БЕСЦЕНОК:,True
436,матерый,матерый ,True
437,"натрий
доступность
Тель-Авив
билетный
откинуть!",натрий доступность Тель-Авив билетный откинуть!,True
438,завоз,заBо3 ,False
439,Савостьян,,False
440,"Сталин 23963
обговорить дробина
ведомость",Сталин 23963 обговорить дробина ведомость  ,True
441,Крук, Крук,True
442,Таджикистан пиала,ниала,False
443,"Лапа
трал",Лапа трал ',False
444,"сосуд
выпархивать
чванство",cocyд выпархивать чванство,False
445,"асбест плюс Чуркин
болячка СПИД",ac6ecm ПЛoc Чуркин болячка спид,False
446,"перепилить
коса чуять
Ермаков",перепилить коса чуять  Ермаков,True
447,"сдерживаться бриг замолчать
водоснабжение лор митоген
варшавский Романко Лысенко",6puг сдерживаться замолчать водоснабжение лор МИТОГЕн варшавский PoмaHko Лысенко ,False
448,9964304271,9964304271 ,True
449,"загрязнять
санузел
начинать", загрязнять санузел начинать,True
450,кило-, КИЛО-,True
451,"начхать Шиман
Батурин",Шиман начхать Батурин,False
452,"коситься
теперь герольд",  коситься теперь герольд,True
453,"26076:
элита,",ЭлиТа,False
454,"опоясать
припас",опоясать npunac,False
455,пища(,ННЩА(,False
456,73395, 73395,True
457,"Маврин
знахарь",Маврин знахарь,True
458,"Кузякин
Шефер
глухомань",POLICJA Кузякин e Шефер глухомань,False
459,досуг,O D I D досут,False
460,"Салихов
рдеть
оживить",Салихов рдеть оЖИВитЬ,True
461,училище,училище,True
462,резистор,резистор,True
463,татарский,татарский,True
464,норд,HOPд ,False
465,ахти,4E aхTи,False
466,наметка,наметка 297 SE69S 834,False
467,"армяк
Рязанов",армяк Рязанов,True
468,киселевский:,а 20t 017,False
469,атом, aтom,False
470,Фридман,Фпидман,False
471,"сталь Босния
плечики)
парашют
Шугай Ищук)",Босния сталь плечики) парашют Шугай Ищук),False
472,"мести
бесстрашие
Шорников
епископат
кайма,","мести бесстрашие Шорников епископат кайма,",True
473,угореть,yгopmb X,False
474,биосферный,6uосферHый,False
475,гласно,гнaсHo,False
476,"Кислов сарацин цветочный
никак
вырисовываться",Кислов сарацин цветочный никак вырисовываться ,True
477,99687,99687,True
478,"расовый
выткать", расовый ВЫТКОТЬ  . © 3,False
479,"Цыбин.
юрьев", Цыбин. юрьев,True
480,план-,C T H AAH ,False
481,"планктон
древостой
воин",нанктон древостой BOUH,False
482,78741,78741,True
483,крона,RR  237- KроHa,False
484,"низкочастотный
отстаивание
вяз булькнуть",низкочастотный отстаивание булькнуть B93 11,False
485,Чура-,S  4ypa-,False
486,щелка,щелка  ,True
487,95285,. t C. P e 1953,False
488,"трио
вроде:",mpuo Bpoдe:  ,False
489,"практичный блаженство
Резникова поэтому",практичный блаженство Резникова поэтому,True
490,ударять,ударять,True
491,Манаев,MaHaes,False
492,9668712443,9668712443,True
493,Шашок,Шашок,True
494,"белоручка
Мардас
добывающий",белоручка Mapдac добывающий,False
495,"сливной
лысина",СЛИВНОЙ льсина 3 ,False
496,речь,E  речь,False
497,"депрессия
Счастный :",депрессия Счастный,False
498,крик,КПИК,False
499,"продажа
Рындин:",ПРОДАЖА РыHдин: ,False
500,почетно?,почетно?,True
501,94358:, 94358:,True
502,Бедрицкий;,Бедрицкий;,True
503,евроремонт,езроремонт,False
504,"научаться ожог
текстильщик
Романько",научаться ожог текстильщик PoMаHько,False
505,"надоедать 10151:
сатиновый",10151 надоедать сатиновый X,False
506,комдив, КОмДИВ,True
507,"Якубовский изгой,","Якубовский изгой,",True
508,Пипко,Пипко,True
509,Ганс, Ганс,True
510,"Феофан
вбежать шарада
глубочайший",Феофан вдежать шарада глудочайший ,False
511,"коммунар система
кринолин взбодриться
свами выписка",коммунар система взбодриться кринолин свами выписка,False
512,"мирный
дерзить
Шунейко
важный",мирный дерзить Шунейко вожный,False
513,9635385438,,False
514,Голос:,Голос:,True
515,Нечитайло,Нечитайло,True
516,"расцвет изгой
Войтович
Бородавко",расцвет изгой Войтович Бородавко,True
